code,name,industry,area,pe,outstanding,totals,esp,bvps,pb,timeToMarket,rev,profit,gpr,npr,tmpclose,pos2year,pos1year,pos6month,de2year,de1year,de6month,totalvalue,subvalue
2324,普利特,塑料,上海,25.25,2.35,4.06,0.115,5.62,2.06,20091218,-8.13,-29.47,19.62,5.62,11.59,0.07,0.09,0.13,0.47,0.38,0.28,47.06,27.24
2403,爱仕达,家用电器,浙江,16.95,2.89,3.5,0.123,6.34,1.31,20100511,9.4,-19.36,38.55,5.25,8.33,0,0.01,0.01,0.48,0.36,0.28,29.16,24.07
600717,天津港,港口,天津,13.72,16.75,16.75,0.138,9.43,0.8,19960614,-20.66,-12.92,19.02,8.39,7.58,0.02,0.04,0.06,0.57,0.41,0.28,126.97,126.97
2226,江南化工,化工原料,安徽,159.93,9.11,12.49,0.008,4.43,1.22,20080506,30.65,308.68,39.12,2.2,5.42,0.14,0.23,0.18,0.43,0.29,0.28,67.7,49.38
2793,东音股份,专用机械,浙江,30.85,0.64,2,0.101,3.77,3.3,20160415,3.11,-18.23,28.09,10.29,12.44,0.01,0.02,0.03,0.72,0.44,0.28,24.88,7.96
600546,山煤国际,煤炭开采,山西,52.87,19.82,19.82,0.017,2.51,1.39,20030731,-3.31,41.39,10.49,0.32,3.49,0.06,0,0,0.45,0.43,0.28,69.17,69.17
2688,金河生物,化学制药,内蒙,18.65,5.33,6.35,0.134,2.51,1.99,20120713,9.82,10.9,37.96,12.11,5,0.01,0.04,0.05,0.6,0.37,0.28,31.75,26.65
2042,华孚时尚,纺织,安徽,11.09,15.18,15.19,0.144,4.65,1.37,20050427,30.96,31.88,11.95,7.22,6.4,0.07,0.03,0.03,0.28,0.28,0.28,97.22,97.15
2601,龙蟒佰利,化工原料,河南,11.18,7.02,20.32,0.294,6.86,1.92,20110715,8.41,2.17,41.31,23.47,13.16,0.25,0.19,0.2,0.31,0.29,0.28,267.41,92.38
600302,标准股份,纺织机械,陕西,0,3.46,3.46,-0.034,3.46,1.26,20001213,11.19,-180.2,18.8,-5.49,4.36,0.05,0.08,0.18,0.63,0.49,0.28,15.09,15.09
300197,铁汉生态,环境保护,深圳,15.9,14.47,22.79,0.169,2.82,1.9,20110329,76.68,42.93,26.19,7.79,5.37,0,0,0,0.47,0.47,0.28,122.38,77.7
2745,木林森,半导体,广东,29.38,5.2,12.52,0.16,5.59,2.78,20150217,31.7,24.94,13.69,8.19,15.55,0.06,0.04,0.08,0.46,0.46,0.28,194.69,80.86
600742,一汽富维,汽车配件,吉林,11.37,5.08,5.08,0.226,9.21,1.12,19960826,-0.19,-23.47,7.86,3.83,10.27,0.02,0.02,0.03,0.44,0.44,0.28,52.17,52.17
300442,普丽盛,轻工机械,上海,143.93,0.72,1,0.026,9.78,1.55,20150424,48.74,24.92,23.93,1.38,15.14,0,0.01,0.02,0.72,0.46,0.28,15.14,10.9
709,河钢股份,普钢,河北,19.93,106.17,106.19,0.035,4.35,0.64,19970416,-11.6,-42.57,11.53,1.49,2.8,0.01,0.01,0.03,0.52,0.42,0.28,297.33,297.28
300482,万孚生物,生物制药,广东,50.06,2.22,3.43,0.16,3.17,10.17,20150630,101.94,57.04,61.09,15.57,32.2,0.2,0.01,0.01,0.35,0.3,0.28,110.45,71.48
2733,雄韬股份,电气设备,深圳,69.89,3.12,3.5,0.08,6.26,1.79,20141203,19.39,-51.6,12.61,1.77,11.22,0.12,0.17,0.3,0.57,0.46,0.28,39.27,35.01
300403,地尔汉宇,家用电器,广东,34.98,3.81,6.03,0.04,2.48,2.27,20141030,2.25,-42.57,36.32,13.66,5.64,0.01,0.01,0.03,0.65,0.45,0.28,34.01,21.49
300480,光力科技,电器仪表,河南,135.84,1.12,1.92,0.021,3.44,3.28,20150702,27.02,166.89,49.58,10.5,11.26,0,0,0,0.61,0.4,0.28,21.62,12.61
600225,天津松江,区域地产,天津,0,9.32,9.35,-0.2,1.54,2.1,20000127,49.52,-141.88,32.8,-22.44,3.22,0.14,0.17,0.31,0.52,0.45,0.28,30.11,30.01
2398,建研集团,其他建材,福建,18.92,5.25,6.93,0.07,3.37,1.53,20100506,33.63,53.33,25.13,10.39,5.16,0.08,0.08,0.1,0.32,0.32,0.28,35.76,27.09
90,天健集团,建筑施工,深圳,39.38,9.28,14.37,0.038,4.53,1.31,19990721,-44.5,-78.63,25.55,5.43,5.95,0.09,0.1,0.15,0.4,0.4,0.28,85.5,55.22
600166,福田汽车,汽车整车,北京,0,66.7,66.7,-0.091,2.76,0.69,19980602,-14.22,-792.75,13.11,-6.41,1.91,0.03,0.04,0.06,0.46,0.41,0.28,127.4,127.4
2441,众业达,批发业,广东,15.06,3.92,5.45,0.114,6.69,1.03,20100706,20.72,-25.36,14.41,3.95,6.89,0,0,0.01,0.54,0.47,0.28,37.55,27.01
300065,海兰信,软件服务,北京,42.13,2.71,3.59,0.166,3.34,4.19,20100326,-0.1,23.5,40.56,18.69,13.98,0.18,0.24,0.14,0.48,0.39,0.28,50.19,37.89
848,承德露露,软饮料,河北,16.23,9.78,9.79,0.259,1.8,4.66,19971113,13.61,11.12,52.38,21.44,8.39,0.04,0.04,0,0.28,0.28,0.28,82.14,82.05
603806,福斯特,塑料,浙江,29.73,5.23,5.23,0.194,9.82,2.36,20140905,5.79,1.29,19.63,9.59,23.12,0.15,0.23,0.23,0.41,0.28,0.28,120.92,120.92
603989,艾华集团,元器件,湖南,42.13,3.9,3.9,0.131,5.26,4.2,20150515,13.4,-33.02,29.49,11.98,22.11,0.19,0.19,0.23,0.33,0.33,0.28,86.23,86.23
600195,中牧股份,饲料,北京,14.44,6.02,6.02,0.208,6.31,1.9,19990107,20.22,67.57,31.84,13.3,11.99,0.01,0.01,0.01,0.28,0.28,0.28,72.18,72.18
777,中核科技,机械基件,江苏,0,3.83,3.83,-0.041,3.29,3.15,19970710,50.27,-17.47,16.07,-9.75,10.35,0.1,0.18,0.29,0.59,0.43,0.28,39.64,39.64
300088,长信科技,元器件,安徽,17.8,22.62,22.99,0.158,1.95,2.89,20100526,-34.47,21.55,14.64,8.32,5.64,0.08,0.08,0.16,0.46,0.46,0.28,129.66,127.58
2578,闽发铝业,铝,福建,218.24,5.48,9.88,0.004,1.51,2.36,20110428,9.51,-40.22,6.86,1.69,3.56,0,0,0,0.4,0.34,0.28,35.17,19.51
49,德赛电池,电气设备,深圳,20.69,2.05,2.05,0.65,7.23,3.72,19950320,35.22,16.49,7.59,2.11,26.89,0.02,0.02,0.05,0.54,0.54,0.28,55.12,55.12
603022,新通联,广告包装,上海,62.62,2,2,0.034,3,2.83,20150518,18.73,26.47,19.38,4.55,8.5,0.03,0.07,0.15,0.72,0.49,0.28,17,17
2302,西部建设,水泥,新疆,0,10.32,12.62,-0.097,4.99,2.51,20091103,31.72,6.62,3.85,-4.08,12.54,0.31,0.21,0.34,0.49,0.43,0.28,158.25,129.41
600851,海欣股份,纺织,上海,137.06,7.38,12.07,0.015,3.05,2.73,19940404,12.56,79.88,47.69,8.79,8.32,0.07,0.04,0.06,0.42,0.36,0.28,100.42,61.4
600378,天科股份,化工原料,四川,51.29,2.97,2.97,0.093,2.71,3.53,20010111,13.9,19.68,28.86,11.63,9.57,0.07,0.13,0.14,0.45,0.29,0.28,28.42,28.42
2644,佛慈制药,中成药,甘肃,52.95,5.11,5.11,0.083,2.73,3.22,20111222,22.99,22.85,30.85,15.51,8.79,0,0.01,0.01,0.37,0.28,0.28,44.92,44.92
600579,天华院,化工机械,山东,176.4,4.11,4.11,0.025,2.84,3.14,20020809,22.99,184.59,15.08,3.75,8.92,0.17,0.24,0,0.46,0.36,0.28,36.66,36.66
600562,国睿科技,通信设备,江苏,144.35,6.02,6.22,0.028,2.9,5.6,20030128,8.84,-25.57,23.04,10.04,16.26,0.26,0.38,0.33,0.4,0.28,0.28,101.14,97.89
300250,初灵信息,软件服务,浙江,553.16,1.39,2.3,0.005,7.34,1.64,20110803,49.57,108.78,61.96,1.74,12.06,0.03,0.09,0.14,0.65,0.39,0.28,27.74,16.76
300272,开能健康,环境保护,上海,2.65,2.67,4.78,0.743,2.35,3.34,20111102,18.48,3011.82,30.94,221.07,7.86,0.39,0.42,0.34,0.31,0.28,0.28,37.57,20.99
677,恒天海龙,化纤,山东,0,8.64,8.64,-0.001,0.31,10.1,19961226,11.77,-126.83,9.71,-0.32,3.18,0.05,0.11,0.1,0.6,0.38,0.28,27.48,27.48
300166,东方国信,软件服务,北京,97.04,8.11,10.49,0.034,4.22,3.16,20110125,2.63,-26.13,46.3,15.64,13.35,0.29,0.24,0.07,0.28,0.28,0.28,140.04,108.27
300039,上海凯宝,中成药,上海,15.07,10.62,10.71,0.171,2.28,2.26,20100108,-2.85,-5.85,83.94,20.2,5.15,0,0,0,0.41,0.3,0.28,55.16,54.69
780,平庄能源,煤炭开采,内蒙,0,10.14,10.14,-0.004,4.55,0.78,19970606,-1.73,82.07,46.43,-0.75,3.55,0.05,0.1,0.12,0.5,0.33,0.28,36,36
58,深 赛 格,元器件,深圳,24.91,5.38,12.36,0.051,1.59,3.17,19961226,23.21,98.12,31.58,16.01,5.05,0.02,0.04,0.09,0.61,0.46,0.28,62.42,27.17
600118,中国卫星,航空,北京,87.55,11.82,11.82,0.051,4.44,4.01,19970908,13.63,3.27,14.63,4.72,17.79,0.01,0.01,0.02,0.47,0.38,0.28,210.28,210.28
600026,中远海能,水运,上海,0,27.36,40.32,-0.021,6.83,0.6,20020523,-9.87,-115.07,9.99,-3.53,4.12,0.04,0.05,0.08,0.45,0.38,0.28,166.12,112.72
2150,通润装备,机械基件,江苏,34.48,2.74,2.74,0.045,4.09,1.53,20070810,-2.59,-36.47,22.55,4.57,6.24,0.02,0.03,0.07,0.65,0.47,0.28,17.1,17.1
600051,宁波联合,综合类,浙江,19.61,3.11,3.11,0.158,7.55,0.82,19970410,-3.79,36.72,11.71,2.29,6.2,0.04,0.06,0.11,0.56,0.44,0.28,19.28,19.28
600785,新华百货,百货,宁夏,13.83,2.26,2.26,0.614,9.43,1.8,19970108,5.16,27.56,20.86,3.5,16.99,0.01,0.01,0.01,0.46,0.32,0.28,38.4,38.4
600690,青岛海尔,家用电器,山东,11.65,60.97,60.97,0.325,5.56,2.72,19931119,13.01,14.02,28.62,4.64,15.13,0.44,0.22,0.05,0.33,0.33,0.28,922.48,922.48
9,中国宝安,综合类,深圳,70.76,21.2,21.49,0.016,2.33,1.99,19910625,59.54,5.26,39.26,1.74,4.64,0.01,0.01,0.04,0.62,0.52,0.28,99.71,98.37
603589,口子窖,白酒,安徽,19.26,6,6,1.222,8.95,5.26,20150629,23.67,39.45,74.39,33.96,47.07,0.5,0.26,0.26,0.28,0.28,0.28,282.42,282.42
600185,XD格力地,区域地产,广东,9.98,20.6,20.6,0.1,3.8,1.09,19990611,-24.35,-18.18,45.94,24.95,4.16,0.06,0.09,0.12,0.43,0.34,0.28,85.7,85.7
2415,海康威视,电器仪表,浙江,35.16,79.07,92.27,0.449,3.25,9.72,20100528,26.92,26,44.5,19.87,31.61,0.58,0.16,0.16,0.28,0.28,0.28,2916.65,2499.4
2456,欧菲科技,元器件,深圳,29.62,26.58,27.14,0.274,3.59,4.52,20100803,20.74,19.93,15.26,4.07,16.23,0.27,0.12,0.18,0.37,0.37,0.28,440.48,431.39
300330,华虹计通,软件服务,上海,0,1.68,1.68,-0.001,2.31,3.55,20120619,2.86,96.72,29.22,-0.58,8.19,0.01,0.02,0.04,0.6,0.4,0.28,13.76,13.76
300420,五洋停车,机械基件,江苏,67.7,3.5,7.16,0.016,2.04,2.09,20150217,42.65,13.69,34.83,7.75,4.25,0.02,0.03,0.07,0.62,0.45,0.28,30.43,14.88
601801,皖新传媒,出版业,安徽,5.64,19.89,19.89,0.331,5.01,1.49,20100118,16.61,5.34,20.15,29.18,7.47,0.02,0.04,0.07,0.61,0.42,0.28,148.58,148.58
2332,仙琚制药,生物制药,浙江,41.74,7.21,9.16,0.044,2.61,2.82,20100112,46.62,149.45,56.32,4.88,7.38,0.21,0.21,0,0.28,0.28,0.28,67.6,53.21
300429,强力新材,化工原料,江苏,43.12,1.41,2.71,0.14,4.27,5.48,20150324,24.45,23.89,44.15,21.95,23.39,0.17,0.15,0,0.47,0.28,0.28,63.39,32.98
600116,三峡水利,水力发电,重庆,24,9.93,9.93,0.14,2.79,2.41,19970804,7.11,1.48,31.72,27.49,6.73,0.07,0.12,0.17,0.5,0.35,0.28,66.83,66.83
300390,天华超净,元器件,江苏,84.47,1.69,3.45,0.059,2.44,4.06,20140731,11.89,63.17,24.37,5.35,9.92,0.47,0.54,0.52,0.34,0.28,0.28,34.22,16.76
601258,庞大集团,汽车服务,河北,64.86,65.38,66.75,0.007,2.01,0.88,20110428,-10.71,-60.82,9.48,0.32,1.78,0.04,0.07,0.12,0.58,0.4,0.28,118.82,116.38
2211,宏达新材,橡胶,江苏,82.38,4.32,4.32,0.015,1.85,2.74,20080201,21.52,-36.59,9.76,2.64,5.08,0.04,0.11,0.23,0.73,0.48,0.28,21.95,21.95
600875,东方电气,电气设备,四川,25.97,19.97,30.91,0.09,9.46,0.76,19951010,18.05,39.65,16.69,3.24,7.18,0.05,0.05,0.08,0.39,0.39,0.28,221.93,143.38
2140,东华科技,建筑施工,安徽,31.05,4.4,4.46,0.058,4.54,1.6,20070712,31.04,25.5,19.29,6.45,7.26,0.02,0.03,0.07,0.55,0.47,0.28,32.38,31.94
600616,金枫酒业,红黄药酒,上海,16.7,5.15,5.15,0.091,4.03,1.51,19920929,-10.39,-12.74,47.66,17.63,6.09,0.01,0.01,0.02,0.54,0.47,0.28,31.36,31.36
600199,金种子酒,白酒,安徽,105.41,5.56,5.56,0.013,4.06,1.38,19980812,-11.64,17.13,50.75,2.41,5.61,0,0,0,0.47,0.42,0.28,31.19,31.19
1,平安银行,银行,深圳,5.78,171.7,171.7,0.73,12.13,0.74,19910403,7.78,6.52,0,23.36,9,0.11,0.08,0.14,0.39,0.39,0.28,1545.3,1545.3
600006,东风汽车,汽车整车,湖北,14.83,20,20,0.065,3.42,1.12,19990727,-35.92,84.17,14.72,5.27,3.84,0.01,0.01,0.03,0.54,0.47,0.28,76.8,76.8
2482,广田集团,装修装饰,深圳,32.27,13.13,15.37,0.047,4.39,1.39,20100929,25,28.07,11.12,3.11,6.08,0.15,0.17,0.24,0.41,0.37,0.28,93.45,79.83
600078,澄星股份,化工原料,江苏,211.48,6.63,6.63,0.004,2.84,1.22,19970627,-10.25,-76.72,17.17,0.41,3.45,0.04,0.05,0.11,0.56,0.48,0.28,22.87,22.87
603520,司太立,化学制药,浙江,28.34,0.65,1.2,0.185,7.33,2.86,20160309,0.39,-21.03,38.61,11.25,20.93,0.03,0.09,0.13,0.62,0.36,0.28,25.12,13.6
300307,慈星股份,纺织机械,浙江,14.38,7.93,8.02,0.097,5.14,1.08,20120329,12.06,11.77,33.6,20.33,5.57,0.01,0.01,0.02,0.55,0.49,0.28,44.67,44.17
603023,威帝股份,汽车配件,黑龙江,29.96,3.6,3.6,0.094,1.56,3.62,20150527,59.75,58.49,53.67,36.44,5.63,0.01,0.03,0.06,0.7,0.48,0.28,20.27,20.27
600096,云天化,农药化肥,云南,53.77,11.22,13.21,0.05,3.03,1.77,19970709,-22.46,120.32,15.12,0.28,5.37,0.09,0.11,0.18,0.47,0.4,0.28,70.94,60.25
603588,高能环境,环境保护,北京,19.67,6.54,6.62,0.229,3.56,2.54,20141229,59.64,130.03,30.93,11.02,9.02,0.04,0.1,0.11,0.53,0.31,0.28,59.71,58.99
2471,中超控股,电气设备,江苏,23.67,12.57,12.68,0.064,1.47,2.05,20100910,16.97,91.1,13.66,2.31,3.02,0.03,0.05,0.11,0.58,0.46,0.28,38.29,37.96
2488,金固股份,汽车配件,浙江,55.71,5.12,6.74,0.054,6.17,1.96,20101021,-5.86,229.14,18.7,5.97,12.09,0.28,0.34,0.34,0.34,0.28,0.28,81.49,61.9
600644,乐山电力,水力发电,四川,21.68,5.38,5.38,0.108,2.48,1.88,19930426,7.79,-4.38,23.66,5.39,4.67,0.04,0.07,0.11,0.52,0.4,0.27,25.12,25.12
600857,宁波中百,百货,浙江,43.92,2.24,2.24,0.05,0.79,11.12,19940425,4.46,9.58,13.4,4.14,8.79,0.01,0.03,0,0.58,0.33,0.27,19.69,19.69
600409,三友化工,化工原料,河北,9.46,20.37,20.64,0.212,5.06,1.59,20030618,-7.71,-14.18,25.28,9.27,8.03,0.09,0.01,0.02,0.38,0.38,0.27,165.74,163.57
2310,东方园林,建筑施工,北京,30.23,16.23,26.83,0.248,4.4,3.4,20091127,29.67,42.04,31.89,10.28,14.97,0.2,0,0,0.33,0.33,0.27,401.65,242.96
600892,大晟文化,影视音像,深圳,169.2,2.52,5.59,0.012,3.53,2.39,19960315,64.22,-9.18,91.46,13.6,8.43,0.01,0.04,0.04,0.57,0.3,0.27,47.12,21.24
300299,富春股份,通信设备,福建,48.97,5.84,7.41,0.026,1.71,2.97,20120319,-18.81,-69.05,62.92,13.76,5.09,0.06,0.09,0.25,0.67,0.55,0.27,37.72,29.73
2250,联化科技,化工原料,浙江,29.26,8.89,9.26,0.066,6.14,1.27,20080619,18.12,-24.87,30.08,6.2,7.78,0.06,0.1,0.16,0.55,0.41,0.27,72.04,69.16
300056,三维丝,环境保护,福建,0,2.37,3.85,-0.101,3.53,1.68,20100226,15.78,-111.66,19,-34.92,5.93,0.06,0.15,0.25,0.72,0.48,0.27,22.83,14.05
300122,智飞生物,生物制药,重庆,45.08,8.69,16,0.426,2.13,18.03,20100928,365.42,297.22,59.2,32.94,38.45,0.63,0.52,0.43,0.27,0.27,0.27,615.2,334.13
65,北方国际,建筑施工,北京,9.87,6.29,7.7,0.445,5.11,1.72,19980605,-17.85,72.45,18.77,8.35,8.78,0.11,0.21,0.38,0.65,0.47,0.27,67.61,55.23
600230,沧州大化,农药化肥,河北,6.44,4.12,4.12,1.865,8.19,2.93,20000406,20.53,17.07,54.18,30.81,24.01,0.44,0.12,0.24,0.45,0.45,0.27,98.92,98.92
600985,雷鸣科化,化工原料,安徽,466.19,2.63,21.12,0.04,5.85,1.99,20040428,-9.02,-1.97,32.03,7.81,11.67,0.25,0.25,0.3,0.33,0.33,0.27,246.47,30.69
600814,杭州解百,百货,浙江,18.37,7.15,7.15,0.159,3.32,1.76,19940114,6.84,29.59,22.93,3.86,5.83,0.01,0.01,0.04,0.58,0.48,0.27,41.68,41.68
2712,思美传媒,广告包装,浙江,14.03,1.79,3.42,0.284,9.87,1.62,20140123,99.14,82.68,14.32,6.94,15.96,0,0,0,0.6,0.41,0.27,54.58,28.57
2589,瑞康医药,医药商业,山东,15.49,11.76,15.05,0.186,5.34,2.16,20110610,43.2,-4.02,18.54,3.93,11.54,0.06,0.08,0.08,0.35,0.27,0.27,173.68,135.71
2169,智光电气,电气设备,广东,64.38,6.59,7.88,0.017,3.54,1.24,20070919,88.75,27.8,19.12,2.96,4.4,0.03,0.07,0.1,0.61,0.38,0.27,34.67,29
676,智度股份,互联网,河南,13.09,3.17,9.66,0.453,5.7,2.08,19961224,48.23,100.42,18.77,11.59,11.85,0.15,0.29,0.26,0.47,0.27,0.27,114.47,37.56
2554,惠博普,石油开采,北京,29.12,7.69,10.71,0.06,2.05,1.55,20110225,-10.78,2.11,23.37,7.68,3.18,0.08,0.15,0.29,0.64,0.46,0.27,34.06,24.45
637,茂化实华,石油加工,广东,34.28,3.66,5.2,0.03,1.76,2.3,19961114,-8.42,-57.33,5.13,1.5,4.05,0.02,0.03,0.05,0.52,0.43,0.27,21.06,14.82
731,四川美丰,农药化肥,四川,17.86,5.91,5.91,0.081,4.52,1.27,19970617,-19.72,45.99,28.64,8.42,5.76,0.13,0.22,0.3,0.51,0.36,0.27,34.04,34.04
600159,大龙地产,区域地产,北京,0,8.3,8.3,-0.031,2.64,0.99,19980526,-77.15,-47.78,13.22,-302.5,2.62,0.01,0.01,0.03,0.6,0.48,0.27,21.75,21.75
599,青岛双星,汽车配件,山东,36.9,6.28,8.36,0.032,4.46,1.07,19960430,-9.96,9.24,15.52,2.73,4.75,0.04,0.07,0.09,0.47,0.31,0.27,39.71,29.83
600821,津劝业,百货,天津,0,4.16,4.16,-0.086,1.15,4.32,19940128,-22.9,-16.08,18.1,-62.35,4.96,0.09,0.17,0.33,0.65,0.47,0.27,20.63,20.63
2470,金正大,农药化肥,山东,10.32,27.27,31.58,0.168,3.15,2.2,20100908,20.31,27.64,17.81,7.71,6.93,0.23,0.23,0.23,0.27,0.27,0.27,218.85,188.98
600687,刚泰控股,黄金,甘肃,27.66,10.79,14.89,0.074,4.17,1.96,19931108,13.98,3.99,13.74,4.64,8.18,0,0,0,0.47,0.43,0.27,121.8,88.26
601567,三星医疗,电器仪表,浙江,24.49,14.18,14.27,0.07,5.37,1.28,20110615,24.46,2.61,30.78,8.66,6.85,0,0,0,0.48,0.42,0.27,97.75,97.13
523,广州浪奇,日用化工,广东,80.53,4.46,5.23,0.018,3.55,1.62,19931108,43.54,25.24,2.66,0.3,5.75,0,0,0.01,0.55,0.43,0.27,30.07,25.65
600836,界龙实业,广告包装,上海,125.74,6.63,6.63,0.016,1.35,2.9,19940224,48.36,180.58,18.21,1.4,3.9,0.02,0.04,0.09,0.66,0.46,0.27,25.86,25.86
300496,中科创达,软件服务,北京,76.67,2.29,4.04,0.094,3.17,9.11,20151210,26.37,43.32,44.54,13.51,28.85,0.13,0.2,0.24,0.5,0.37,0.27,116.55,66.07
70,特发信息,通信设备,深圳,24.39,5.42,6.27,0.156,3.28,2.31,20000511,2.75,-7.92,15.23,3.82,7.59,0.09,0.14,0.23,0.53,0.41,0.27,47.59,41.14
600279,重庆港九,港口,重庆,37.28,6.93,6.93,0.029,5.31,0.82,20000731,16.49,-18.84,6.71,1.36,4.36,0.03,0.05,0.07,0.5,0.35,0.27,30.21,30.21
949,新乡化纤,化纤,河南,405.39,12.2,12.58,0.002,2.83,1.05,19991021,14.88,-94.99,8.39,0.21,2.97,0.02,0.04,0.06,0.53,0.38,0.27,37.36,36.23
603322,超讯通信,通信设备,广东,534.03,0.45,1.12,0.03,4.32,5.96,20160728,40.34,186.79,20.35,0.49,25.72,0.05,0.19,0.29,0.74,0.39,0.27,28.81,11.57
600235,民丰特纸,造纸,浙江,61.78,3.51,3.51,0.019,3.66,1.27,20000615,-2.85,-7.5,18.03,1.75,4.66,0.02,0.04,0.08,0.64,0.49,0.27,16.36,16.36
300222,科大智能,电气设备,上海,54.59,3.36,7.3,0.158,5.66,3.05,20110525,35.23,15.22,35.82,9.27,17.28,0.07,0.08,0.12,0.4,0.39,0.27,126.14,58.06
600035,楚天高速,路桥,湖北,8.14,14.91,17.28,0.097,3.58,0.88,20040310,25.48,-3.52,44.59,25.43,3.15,0.05,0.05,0.11,0.46,0.46,0.27,54.43,46.97
300290,荣科科技,软件服务,辽宁,106.22,3.21,3.39,0.016,2.22,3.09,20120216,10.61,52.33,27.45,5.72,6.87,0.05,0.08,0.15,0.57,0.43,0.27,23.29,22.05
2373,千方科技,软件服务,北京,43.77,8.39,14.68,0.09,5.11,2.37,20100318,84.01,48.69,32.12,7.81,12.1,0.08,0.06,0.06,0.3,0.27,0.27,177.63,101.52
2069,獐子岛,渔业,辽宁,0,6.87,7.11,-0.013,0.47,7.81,20060928,5.94,-344.18,13.71,-1.26,3.68,0.01,0.01,0.06,0.7,0.61,0.27,26.16,25.28
600628,新世界,百货,上海,8.75,5.32,6.47,0.196,6.91,0.99,19930119,-4.59,-53.15,32.29,17.47,6.85,0.03,0.04,0.09,0.56,0.43,0.27,44.32,36.44
998,隆平高科,种植业,湖南,26.91,9.53,12.56,0.179,4.85,3.97,20001211,-0.69,-2.84,44.06,27.62,19.26,0.18,0.18,0.22,0.32,0.32,0.27,241.91,183.55
2377,国创高新,石油加工,湖北,21.65,4.32,9.16,0.148,5.37,1.19,20100323,823.23,2876.97,15.61,6.59,6.41,0.05,0.05,0.11,0.47,0.44,0.27,58.72,27.69
603223,恒通股份,供气供热,山东,27.02,1.68,2.02,0.108,5.41,2.16,20150630,54.63,35.62,5.95,2,11.67,0.03,0.07,0.13,0.64,0.45,0.27,23.57,19.61
557,西部创业,铁路,宁夏,53.57,5.85,14.58,0.035,2.79,1.33,19940617,27.15,104.06,36.94,14.77,3.72,0.13,0.21,0.3,0.51,0.38,0.27,54.24,21.76
2383,合众思壮,通信设备,北京,33.96,4.77,7.43,0.243,5.18,3.18,20100402,278.34,258.4,22.06,7.49,16.48,0.43,0.19,0.07,0.27,0.27,0.27,122.45,78.61
2598,山东章鼓,机械基件,山东,27.04,2.7,3.12,0.123,2.55,2.62,20110707,37.87,22.12,33.04,8.88,6.66,0,0,0,0.53,0.45,0.27,20.78,17.98
2014,永新股份,塑料,安徽,16.26,4.86,5.04,0.181,3.38,1.74,20040708,16.83,9.69,21.31,8.72,5.9,0,0,0,0.47,0.31,0.27,29.74,28.67
600891,秋林集团,百货,黑龙江,23.87,3.84,6.18,0.052,4.96,1.01,19960325,122.67,-41.51,3.72,1.11,4.99,0,0,0.01,0.58,0.44,0.27,30.84,19.16
300276,三丰智能,专用机械,湖北,44.24,2,5.48,0.07,5.02,2.27,20111115,264.84,1096.62,27.33,12.73,11.41,0.02,0.04,0.06,0.5,0.32,0.27,62.53,22.82
300231,银信科技,软件服务,北京,26.05,3.38,4.42,0.15,3.03,2.58,20110615,44.55,6.44,27.94,11.32,7.83,0.07,0.16,0.23,0.59,0.37,0.27,34.61,26.47
2096,南岭民爆,化工原料,湖南,0,3.71,3.71,-0.059,5.3,1.12,20061222,-43.78,-26.45,27.45,-5.86,5.95,0,0,0,0.66,0.43,0.27,22.07,22.07
601968,宝钢包装,广告包装,上海,0,8.33,8.33,-0.003,2.37,1.56,20150611,21.84,86.89,9.91,-0.23,3.7,0.01,0.03,0.08,0.69,0.47,0.27,30.82,30.82
601866,中远海发,水运,上海,24.45,79.32,116.83,0.024,1.36,1.73,20071212,-2.43,-19.23,25.69,7.71,2.35,0.02,0.03,0.05,0.51,0.43,0.27,274.55,186.4
600317,营口港,港口,辽宁,19.31,64.73,64.73,0.03,1.7,1.35,20020131,15.63,15.35,30.92,17.09,2.3,0.09,0.12,0.17,0.43,0.35,0.27,148.88,148.88
600798,宁波海运,水运,浙江,37.17,10.31,10.31,0.024,2.77,1.29,19970423,28.79,5.87,19.67,5.53,3.57,0.05,0.07,0.14,0.51,0.45,0.27,36.81,36.81
600132,重庆啤酒,啤酒,重庆,37.98,4.84,4.84,0.156,2.56,9.26,19971030,10.37,56.95,35.04,9.3,23.72,0.52,0.41,0.32,0.27,0.27,0.27,114.8,114.8
300474,景嘉微,元器件,湖南,215.63,0.68,2.71,0.05,3.62,12.36,20160331,24.22,7.69,82.96,22.93,44.78,0.39,0.3,0.14,0.38,0.32,0.27,121.35,30.45
600322,天房发展,区域地产,天津,16.92,11.06,11.06,0.068,4.03,1.14,20010910,27.02,37.31,22.02,6.05,4.58,0.03,0.03,0.04,0.36,0.36,0.27,50.65,50.65
300385,雪浪环境,环境保护,江苏,26.79,0.64,1.3,0.159,8.65,1.97,20140626,21.17,49.15,22.24,11.36,17.02,0.01,0.02,0.04,0.6,0.47,0.27,22.13,10.89
300009,安科生物,生物制药,安徽,65.29,6.55,9.97,0.06,1.74,8.94,20091030,40.49,26.19,81,21.29,15.59,0.49,0.4,0.02,0.27,0.27,0.27,155.43,102.11
2146,荣盛发展,全国地产,河北,7.8,38.94,43.48,0.517,6.49,1.24,20070808,44.51,33.38,32.34,11.59,8.06,0.21,0.16,0.25,0.39,0.39,0.27,350.45,313.86
300439,美康生物,医疗保健,浙江,25.61,2.01,3.47,0.185,5.02,3.78,20150422,45.18,45.61,47.97,13.95,18.98,0.12,0.23,0.2,0.46,0.27,0.27,65.86,38.15
