code,name,industry,area,pe,outstanding,totals,esp,bvps,pb,timeToMarket,rev,profit,gpr,npr,tmpclose,pos2year,pos1year,pos6month,de2year,de1year,de6month,totalvalue,subvalue
300305,裕兴股份,塑料,江苏,27.12,2.3,2.89,0.053,5.04,1.14,20120329,25.78,28.22,15.39,9.98,5.76,0.02,0.04,0.09,0.58,0.37,0.2,16.65,13.25
603199,九华旅游,旅游景点,安徽,20.94,1.11,1.11,0.544,9.65,2.36,20150326,0.82,1.19,51.6,24.44,22.8,0,0,0,0.5,0.37,0.2,25.31,25.31
702,正虹科技,饲料,湖南,9.06,2.67,2.67,0.155,1.91,2.93,19970318,13.02,859.61,7.81,14.6,5.61,0.01,0.01,0.03,0.63,0.46,0.2,14.98,14.98
600969,郴电国际,水力发电,湖南,32.41,3.7,3.7,0.047,9.27,0.66,20040408,18.18,16.78,13.19,2.52,6.12,0.05,0.07,0.2,0.56,0.45,0.2,22.64,22.64
600726,华电能源,火力发电,黑龙江,7.3,15.35,19.67,0.092,1.27,2.12,19960701,12.43,-30.66,13.13,5.78,2.69,0.04,0.06,0.15,0.52,0.41,0.2,52.91,41.29
601199,江南水务,水务,江苏,20.95,9.35,9.35,0.098,2.81,1.47,20110317,-28.12,-39.87,46.77,21.71,4.12,0,0,0.01,0.6,0.37,0.2,38.52,38.52
338,潍柴动力,汽车配件,山东,7.85,43.15,79.97,0.24,4.65,1.62,20070430,12.07,62.69,23.09,4.9,7.54,0.65,0.36,0.02,0.2,0.2,0.2,602.97,325.35
2195,二三四五,软件服务,上海,16.61,42.3,44.36,0.14,1.85,2.49,20071212,23.61,35.58,87.23,46.61,4.6,0.26,0.27,0.38,0.31,0.3,0.2,204.06,194.58
300476,胜宏科技,元器件,广东,30.57,6.66,7.7,0.115,3.45,4.05,20150611,85.26,92.46,29.03,10.64,14,0.44,0.42,0.13,0.2,0.2,0.2,107.8,93.24
2778,高科石化,石油加工,江苏,66.72,0.56,0.89,0.07,7.01,2.65,20160106,-3.01,-22.9,13.62,4.74,18.6,0.04,0.16,0.3,0.72,0.38,0.2,16.55,10.42
600750,江中药业,中成药,江西,13.4,4.2,4.2,0.276,7.22,2.05,19960923,7.27,6.25,67.9,25.21,14.81,0,0,0,0.43,0.33,0.2,62.2,62.2
600645,中源协和,生物制药,天津,17.42,3.84,3.84,0.296,4.11,5.02,19930504,2.88,310.17,69.16,52.83,20.6,0.2,0.32,0.34,0.43,0.27,0.2,79.1,79.1
603306,华懋科技,汽车配件,福建,15.43,2.77,3.07,0.257,7.24,2.19,20140926,10.64,9.11,41.68,29.98,15.86,0,0,0,0.45,0.39,0.2,48.69,43.93
601908,京运通,电气设备,北京,14.01,19.93,19.95,0.078,3.37,1.3,20110908,156.76,6714.41,43.1,28.51,4.39,0.1,0.18,0.27,0.45,0.31,0.2,87.58,87.49
600705,中航资本,多元金融,黑龙江,12.72,76.19,89.76,0.088,2.69,1.67,19960516,41.29,49.06,43.9,53.88,4.49,0.05,0.07,0.11,0.36,0.3,0.2,403.02,342.09
601398,工商银行,银行,北京,6.06,2696.12,3564.06,0.221,5.85,0.92,20061027,4.05,3.98,0,39.96,5.36,0.4,0.19,0.27,0.28,0.28,0.2,19103.36,14451.2
600063,皖维高新,化纤,安徽,30.08,19.26,19.26,0.046,2.38,1.15,19970528,30.14,20.17,16.71,3.15,2.75,0.1,0.12,0.28,0.48,0.41,0.2,52.97,52.97
2670,国盛金控,证券,广东,0,6.38,19.45,-0.057,6.45,1.62,20120416,-99.88,-414.9,0,-32793.88,10.47,0.01,0.01,0.03,0.42,0.42,0.2,203.64,66.8
545,金浦钛业,化工原料,吉林,28.52,9.59,9.87,0.033,2.06,1.83,19931215,7.41,-38.95,17.95,6.51,3.76,0.06,0.08,0.19,0.49,0.42,0.2,37.11,36.06
2109,兴化股份,化工原料,陕西,15.83,5.45,10.53,0.061,3.23,1.2,20070126,8.36,12.84,22.48,11.54,3.87,0.09,0.1,0.23,0.43,0.4,0.2,40.75,21.09
66,中国长城,电脑设备,深圳,36.78,24.91,29.36,0.052,2.22,3.42,19970626,-20.14,5.11,19.81,7.85,7.59,0.21,0.45,0.42,0.44,0.2,0.2,222.84,189.07
761,本钢板材,普钢,辽宁,11.63,27.36,38.75,0.09,4.81,0.88,19980115,4.57,15.85,7.44,3.01,4.21,0.12,0.13,0.28,0.42,0.4,0.2,163.14,115.19
2495,佳隆股份,食品,广东,60.98,6.82,9.36,0.012,1.23,2.39,20101102,40.61,84.44,44.38,12.98,2.93,0.02,0.05,0.11,0.66,0.37,0.2,27.42,19.98
2752,昇兴股份,广告包装,福建,57.01,1.7,8.33,0.031,2.18,3.28,20150422,0.06,-47.62,16.28,5.23,7.17,0,0,0.01,0.58,0.39,0.2,59.73,12.19
600757,长江传媒,出版业,湖北,9.4,12.13,12.14,0.147,5.16,1.07,19961003,-19.98,28.06,19.58,8.22,5.54,0.02,0.04,0.05,0.39,0.28,0.2,67.26,67.2
2272,川润股份,机械基件,四川,0,3.18,4.3,-0.01,2.79,1.49,20080919,-31.98,-264.91,18.44,-4.79,4.14,0.02,0.05,0.13,0.67,0.43,0.2,17.8,13.17
601001,大同煤业,煤炭开采,山西,16.82,16.74,16.74,0.075,3.44,1.46,20060623,11.51,587.48,60.32,4.51,5.02,0.13,0.14,0.26,0.37,0.36,0.2,84.03,84.03
600586,金晶科技,玻璃,山东,11.99,14.44,14.58,0.138,2.98,1.11,20020815,26.49,94.5,24.76,8.48,3.32,0.07,0.08,0.18,0.41,0.4,0.2,48.41,47.94
600486,扬农化工,农药化肥,江苏,14.33,3.1,3.1,0.885,13.48,3.76,20020425,53.4,111.02,32.46,17.02,50.7,0.63,0.52,0.33,0.2,0.2,0.2,157.17,157.17
919,金陵药业,化学制药,江苏,18.46,5.03,5.04,0.093,5.23,1.32,19991118,-4.82,9.46,25.29,5.95,6.9,0,0,0,0.51,0.35,0.2,34.78,34.71
603686,龙马环卫,专用机械,福建,19.58,2.7,2.99,0.258,7.41,2.73,20150126,15.29,19.79,26.38,10.05,20.23,0,0,0,0.44,0.38,0.2,60.49,54.62
300114,中航电测,元器件,陕西,30.99,5.91,5.91,0.154,2.57,3.71,20100827,19.64,28.23,35.51,12.96,9.54,0.15,0.33,0.38,0.51,0.28,0.2,56.38,56.38
601958,金钼股份,小金属,陕西,76.94,32.27,32.27,0.02,3.98,1.54,20080417,-24.29,1327.81,14.44,3.24,6.13,0.04,0.05,0.11,0.4,0.36,0.2,197.82,197.82
2626,金达威,食品,福建,7.38,6,6.16,0.548,4.52,3.58,20111028,79.63,409.96,66.94,44.76,16.19,0.48,0.27,0.11,0.23,0.23,0.2,99.73,97.14
601011,宝泰隆,焦炭加工,黑龙江,42.46,13.68,16.11,0.038,3.59,1.78,20110309,34.05,177.36,26.16,7.43,6.37,0.13,0.13,0.41,0.53,0.53,0.2,102.62,87.14
600375,华菱星马,汽车整车,安徽,28.71,5.56,5.56,0.073,5.02,0.84,20030401,18.9,35.09,14.5,1.1,4.21,0,0,0,0.5,0.43,0.2,23.41,23.41
2637,赞宇科技,日用化工,浙江,21.04,2.4,4.22,0.096,5.18,1.56,20111125,9.67,115.34,13.99,2.57,8.1,0,0,0,0.48,0.35,0.2,34.18,19.44
869,张 裕Ａ,红黄药酒,山东,12.95,4.53,6.85,0.699,13.68,2.65,20001026,-4.88,-7.2,65.33,26.58,36.23,0.35,0.22,0.11,0.2,0.2,0.2,248.18,164.12
300214,日科化学,化工原料,山东,14.37,3.05,4.26,0.082,3.81,1.24,20110511,-52.29,267.62,13.06,18.29,4.72,0.08,0.12,0.19,0.48,0.35,0.2,20.11,14.4
603030,全筑股份,装修装饰,上海,24.64,5.34,5.38,0.134,3.09,2.14,20150320,56.8,180.06,12.26,2.69,6.6,0.01,0.02,0.03,0.42,0.28,0.2,35.51,35.24
600854,春兰股份,家用电器,江苏,19.81,5.19,5.19,0.05,3.81,1.05,19940425,446.92,442.32,31.86,9.87,4,0,0.01,0.02,0.54,0.43,0.2,20.76,20.76
600529,山东药玻,医疗保健,山东,19.16,3.6,4.25,0.195,7.85,1.91,20020603,12.15,28.23,31.71,12.89,14.98,0.4,0.34,0.27,0.2,0.2,0.2,63.67,53.93
600879,航天电子,航空,湖北,46.3,24.13,27.19,0.037,4.23,1.61,19951115,9.53,10.17,16.17,3.73,6.8,0.14,0.15,0.22,0.31,0.29,0.2,184.89,164.08
776,广发证券,证券,广东,16.71,59.19,76.21,0.2,11.3,1.19,19970611,-21.16,-28.63,0,39.51,13.39,0.14,0.14,0.23,0.32,0.32,0.2,1020.45,792.55
876,新 希 望,饲料,四川,10.55,41.77,42.16,0.143,5.1,1.18,19980311,1.32,-5.51,8.51,4.08,6.04,0.02,0.02,0.04,0.27,0.27,0.2,254.65,252.29
603100,川仪股份,电器仪表,重庆,31.57,2.59,3.95,0.067,5.12,1.67,20140805,13.75,12.5,32.42,3.95,8.52,0.06,0.12,0.17,0.47,0.28,0.2,33.65,22.07
2376,新北洋,电脑设备,山东,32.76,5.74,6.66,0.117,4.59,3.33,20100323,49.31,22.76,42.26,14.49,15.28,0.55,0.55,0.4,0.2,0.2,0.2,101.76,87.71
600995,文山电力,水力发电,云南,4.66,4.79,4.79,0.391,3.95,1.85,20040615,-4.92,97.51,47.15,33.58,7.29,0.03,0.04,0.1,0.49,0.39,0.2,34.92,34.92
2099,海翔药业,化学制药,浙江,42.76,15.92,16.19,0.028,3.21,1.47,20061226,4.54,-61.51,41.85,7.33,4.73,0,0,0,0.56,0.33,0.2,76.58,75.3
600488,天药股份,化学制药,天津,39.35,9.61,10.92,0.025,2.52,1.54,20010618,49.77,19.58,51.62,4.28,3.87,0,0,0,0.43,0.31,0.2,42.26,37.19
601872,招商轮船,水运,上海,108.32,47.21,60.67,0.01,2.79,1.21,20061201,-21,-84.39,10.61,3.39,3.37,0.02,0.02,0.04,0.41,0.37,0.2,204.46,159.1
600877,ST嘉陵,摩托车,重庆,0,6.87,6.87,-0.195,-0.16,-30.16,19951013,-25.55,-334.3,0.49,-136.31,4.9,0.09,0.26,0.34,0.57,0.26,0.2,33.66,33.66
600848,上海临港,园区开发,上海,90.9,4,11.2,0.06,5.83,3.72,19940324,-19.95,19.21,54.32,23.88,21.67,0.28,0.1,0,0.37,0.37,0.2,242.7,86.68
300456,耐威科技,元器件,北京,266.5,1.42,2.83,0.022,4.9,4.74,20150514,23.1,-34.66,37.75,4.39,23.24,0.16,0.36,0.43,0.53,0.28,0.2,65.77,33
603939,益丰药房,医药商业,湖南,47.33,3.63,3.63,0.278,9.01,5.85,20150217,37.41,45.57,40.12,6.81,52.7,0.67,0.58,0.41,0.2,0.2,0.2,191.3,191.3
2007,华兰生物,生物制药,河南,32.97,8.03,9.3,0.223,5.24,5.61,20040625,4.44,-18.8,61.36,36.9,29.4,0.34,0.39,0.36,0.24,0.2,0.2,273.42,236.08
603979,金诚信,建筑施工,北京,15.42,5.85,5.85,0.279,6.77,1.27,20150630,28.17,46.29,26.34,11.13,8.59,0.06,0.08,0.18,0.47,0.39,0.2,50.25,50.25
600820,隧道股份,建筑施工,上海,12.29,31.44,31.44,0.123,6.21,0.98,19940128,10.96,9.79,12.48,6.61,6.07,0.08,0.1,0.24,0.47,0.4,0.2,190.84,190.84
600082,海泰发展,园区开发,天津,89.83,6.33,6.46,0.013,2.63,1.76,19970620,-73.31,152.13,64.2,23.92,4.63,0.08,0.15,0.23,0.47,0.3,0.2,29.91,29.31
600219,南山铝业,铝,山东,21.07,70.88,92.51,0.032,3.56,0.76,19991223,31.63,3.81,19.15,6.52,2.71,0.09,0.09,0.17,0.36,0.36,0.2,250.7,192.08
600495,晋西车轴,运输设备,山西,0,12.08,12.08,-0.01,2.57,1.77,20040526,-38.08,-9.65,14.75,-10.5,4.56,0.19,0.27,0.5,0.5,0.4,0.2,55.08,55.08
553,沙隆达Ａ,农药化肥,湖北,4.12,3.64,24.47,0.831,8.3,1.65,19931203,2.46,166.42,34.75,31.26,13.69,0.3,0.07,0.08,0.27,0.23,0.2,334.99,49.83
300284,苏交科,建筑施工,江苏,20.56,5.14,8.1,0.226,4.69,1.98,20120110,22.06,20.66,27.75,6.14,9.29,0.17,0.24,0.45,0.5,0.4,0.2,75.25,47.75
600122,宏图高科,其他商业,江苏,22.93,11.58,11.58,0.08,7.39,1,19980420,-7.13,-8.53,9.6,2.14,7.4,0,0,0,0.44,0.29,0.2,85.69,85.69
600333,长春燃气,供气供热,吉林,0,5.3,6.09,-0.142,3.44,1.51,20001211,11.11,-766.43,26.03,-11.73,5.2,0.07,0.11,0.26,0.54,0.42,0.2,31.67,27.56
2641,永高股份,塑料,浙江,127.18,8.95,11.23,0.007,2.44,1.4,20111208,11.91,23.87,22.84,0.81,3.41,0.01,0.01,0.03,0.5,0.37,0.2,38.29,30.52
300309,吉艾科技,专用机械,北京,41.66,4.33,4.84,0.12,3.58,5.59,20120410,-5.28,188.13,61.66,33.04,19.98,0.46,0.15,0.15,0.26,0.2,0.2,96.7,86.51
300136,信维通信,通信设备,深圳,38.08,8.1,9.83,0.445,3.26,10.41,20101105,27.48,8.37,37.77,23.94,33.87,0.36,0.19,0.42,0.43,0.43,0.2,332.94,274.35
603021,山东华鹏,玻璃,山东,233.81,3.16,3.2,0.008,4.22,1.83,20150423,17.12,-72.97,19.99,1.36,7.72,0.08,0.2,0.44,0.69,0.44,0.19,24.7,24.4
601601,中国太保,保险,上海,20.17,62.87,90.62,0.414,15.63,2.14,20071225,14.79,87.55,0,3.01,33.4,0.4,0.25,0.35,0.28,0.28,0.19,3026.71,2099.86
2047,宝鹰股份,装修装饰,深圳,23.61,12.58,13.36,0.06,2.86,1.97,20050531,-8.27,26.53,16.89,6.71,5.64,0.02,0.03,0.09,0.56,0.43,0.19,75.35,70.95
601628,中国人寿,保险,北京,11.49,208.24,282.65,0.478,11.59,1.9,20070109,-2.52,119.84,0,5.1,21.99,0.09,0.04,0.08,0.36,0.36,0.19,6215.47,4579.2
713,丰乐种业,种植业,安徽,437.35,2.99,2.99,0.007,4.47,1.33,19970422,20.62,108.57,16.42,0.25,5.97,0.05,0.11,0.14,0.52,0.32,0.19,17.85,17.85
600000,浦发银行,银行,上海,5.21,281.04,293.52,0.46,13.57,0.75,19991110,-6.45,-1.09,0,36.1,10.15,0.22,0.23,0.29,0.25,0.25,0.19,2979.23,2852.56
600030,中信证券,证券,深圳,18.1,98.15,121.17,0.222,12.52,1.28,20030106,12.72,16.91,0,27.7,16.07,0.12,0.04,0.08,0.3,0.3,0.19,1947.2,1577.27
2514,宝馨科技,机械基件,江苏,15.11,3.58,5.54,0.094,1.65,3.46,20101203,83.81,128.56,40.55,21.08,5.69,0.03,0.05,0.12,0.51,0.39,0.19,31.52,20.37
2570,*ST因美,乳制品,浙江,155.67,10.22,10.23,0.008,1.83,2.63,20110412,-35.8,-27.54,50.47,1.46,4.82,0.03,0.05,0.2,0.66,0.55,0.19,49.31,49.26
2316,亚联发展,软件服务,深圳,47.82,2.93,3.93,0.092,2.21,3.98,20091209,664.97,189.62,34.59,2.19,8.82,0.11,0.12,0.25,0.38,0.36,0.19,34.66,25.84
601169,北京银行,银行,北京,5.27,182.48,211.43,0.274,7.74,0.75,20070919,0.81,6.24,0,42.18,5.77,0.07,0.09,0.11,0.28,0.23,0.19,1219.95,1052.91
300217,东方电热,电器仪表,江苏,35.11,8.92,12.73,0.017,1.49,1.62,20110518,38.41,90.81,17.15,4.43,2.41,0.06,0.12,0.25,0.54,0.36,0.19,30.68,21.5
2266,浙富控股,电气设备,浙江,105.12,16.32,19.79,0.009,1.57,2.31,20080806,-12.82,-13.27,19.77,7.54,3.62,0,0,0,0.47,0.26,0.19,71.64,59.08
601058,赛轮金宇,汽车配件,山东,11.04,22.94,27.01,0.118,2.28,1.14,20110630,0.59,1555.7,18.47,4.85,2.6,0.12,0.17,0.28,0.41,0.32,0.19,70.23,59.64
2652,扬子新材,其他建材,江苏,35.69,4.32,5.12,0.041,1.49,3.95,20120119,3.84,-29.73,17.69,3.79,5.87,0,0,0,0.47,0.43,0.19,30.05,25.36
603663,三祥新材,矿物制品,福建,27.6,0.49,1.36,0.32,3.64,4.78,20160801,53.71,81.51,28.73,14.4,17.38,0.02,0.06,0.16,0.66,0.41,0.19,23.64,8.52
600426,华鲁恒升,农药化肥,山东,8.41,16.15,16.2,1.037,6.62,2.63,20020620,48.42,207.98,33.13,24.01,17.44,0.7,0.62,0.39,0.19,0.19,0.19,282.53,281.66
600846,同济科技,综合类,上海,15.14,6.25,6.25,0.123,3.43,2.18,19940311,38.34,153.49,16.52,7.18,7.47,0.05,0.05,0.2,0.51,0.51,0.19,46.69,46.69
2728,特一药业,中成药,广东,20.42,1.19,2,0.379,4.77,3.24,20140731,27.75,39.64,55.54,18.29,15.47,0,0.01,0.02,0.58,0.31,0.19,30.94,18.41
601336,新华保险,保险,北京,13.34,20.85,31.2,0.836,20.99,2.13,20111216,3.51,42.03,0,5.65,44.62,0.15,0.14,0.28,0.37,0.37,0.19,1392.14,930.33
2062,宏润建设,建筑施工,浙江,12.92,9.52,11.03,0.074,2.58,1.48,20060816,9.86,16.71,7.19,3.84,3.81,0.08,0.14,0.29,0.52,0.37,0.19,42.02,36.27
690,宝新能源,火力发电,广东,57.9,20.39,21.76,0.029,3.92,1.74,19970128,41.52,144.37,23.7,7.02,6.83,0.31,0,0,0.28,0.26,0.19,148.62,139.26
601179,中国西电,电气设备,陕西,24.97,51.26,51.26,0.034,3.81,0.9,20100128,-2.66,-42.35,30.18,7.27,3.42,0.03,0.04,0.1,0.48,0.41,0.19,175.31,175.31
2003,伟星股份,服饰,浙江,15.77,6.22,7.58,0.238,2.91,2.58,20040625,7.66,10.79,40.98,14.29,7.52,0.14,0.14,0.15,0.2,0.2,0.19,57,46.77
403,ST生化,生物制药,山西,65.41,2.65,2.73,0.104,2.2,12.31,19960628,64.34,44.7,50.17,12.93,27.1,0.06,0,0,0.27,0.23,0.19,73.98,71.82
601368,绿城水务,水务,广西,17.19,7.36,7.36,0.096,4.27,1.55,20150612,3.67,7.02,45,24.95,6.62,0.02,0.03,0.06,0.49,0.37,0.19,48.72,48.72
603159,上海亚虹,专用机械,上海,50.71,0.25,1,0.1,4.06,5,20160812,9.62,18.08,21.89,6.88,20.28,0.04,0.1,0.14,0.77,0.43,0.19,20.28,5.07
601799,星宇股份,汽车配件,江苏,23.23,2.76,2.76,1.087,14.69,3.44,20110201,22.43,32.31,21.64,12.25,50.5,0.56,0.38,0.16,0.19,0.19,0.19,139.38,139.38
600606,绿地控股,全国地产,上海,5.31,121.68,121.68,0.287,5.27,1.16,19920327,27.21,30.3,14.55,4.67,6.09,0.05,0.05,0.11,0.38,0.37,0.19,741.03,741.03
600023,浙能电力,火力发电,浙江,26.95,136.01,136.01,0.042,4.5,1.01,20131219,17.69,-41.65,6.4,4.44,4.54,0.1,0.1,0.11,0.22,0.22,0.19,617.49,617.49
2450,康得新,化工原料,江苏,19.98,28.93,35.41,0.427,5.52,3.09,20100716,19.66,20.58,38.11,20.9,17.08,0.01,0,0,0.36,0.36,0.19,604.8,494.12
859,国风塑业,塑料,安徽,200.44,7.39,7.39,0.004,1.99,1.6,19981119,-9.9,-63.59,7.55,1.16,3.18,0.1,0.17,0.37,0.57,0.4,0.19,23.5,23.5
2187,广百股份,百货,广东,13.07,3.42,3.42,0.309,7.74,1.04,20071122,9.37,8.42,16.76,2.81,8.08,0.02,0.04,0.07,0.43,0.32,0.19,27.63,27.63
2381,双箭股份,橡胶,浙江,19.13,2.32,4.29,0.17,4.02,1.62,20100402,19.45,15.77,24.32,11.2,6.5,0.11,0.16,0.33,0.5,0.39,0.19,27.89,15.08
2485,希努尔,服饰,山东,2385.2,5.44,5.44,0.003,3.7,3.84,20101015,8.98,106.99,21.1,0.42,14.219,0.54,0.05,0,0.19,0.19,0.19,77.35,77.35
300362,天翔环境,环境保护,四川,218.18,1.92,4.37,0.011,4.15,2.33,20140121,-4.69,28.07,41.28,2.57,9.66,0,0,0,0.62,0.42,0.19,42.21,18.55
600780,通宝能源,火力发电,山西,12.67,11.47,11.47,0.072,4.27,0.85,19961205,25.12,969.98,15.87,5.55,3.63,0.01,0.01,0.03,0.45,0.37,0.19,41.64,41.64
2716,金贵银业,小金属,湖南,34.46,5.42,9.6,0.071,3.76,2.62,20140128,8.55,43.43,8.16,2.83,9.85,0.17,0,0,0.41,0.22,0.19,94.56,53.39
2753,永东股份,化工原料,山西,12.7,1.99,3.33,0.24,3.92,3.13,20150519,55.08,105.75,26.76,13.47,12.27,0.26,0.21,0.21,0.36,0.28,0.19,40.86,24.42
2504,弘高创意,装修装饰,北京,0,4.15,10.26,-0.064,0.86,4.89,20101118,-28.86,-386.28,17.97,-26.64,4.19,0.16,0.25,0.53,0.6,0.46,0.19,42.99,17.39
600987,航民股份,纺织,浙江,10.46,6.35,6.35,0.437,5.74,1.6,20040809,19.87,14.19,27.89,14.34,9.15,0.1,0.12,0.19,0.34,0.29,0.19,58.1,58.1
600016,民生银行,银行,北京,4.29,354.62,437.82,0.341,8.79,0.67,20001219,1.43,5.23,0,40.66,5.86,0.12,0.12,0.17,0.25,0.25,0.19,2565.63,2078.07
600123,兰花科创,煤炭开采,山西,10.01,11.42,11.42,0.171,8.42,0.81,19981217,-1.21,-12.83,40.4,11.49,6.84,0.15,0.15,0.25,0.31,0.31,0.19,78.11,78.11
2665,首航节能,电气设备,北京,0,17.27,25.39,-0.007,2.91,2,20120327,25.65,51.81,10.9,-37.82,5.8,0,0,0,0.43,0.32,0.19,147.26,100.17
2664,长鹰信质,汽车配件,浙江,39.51,3.35,4,0.144,4.96,4.57,20120316,22.63,0.84,22.05,9.24,22.69,0,0,0,0.3,0.3,0.19,90.76,76.01
300445,康斯特,电器仪表,北京,38.38,0.88,1.66,0.174,2.93,4.57,20150424,22.48,56.63,68.65,28.46,13.39,0.03,0.1,0.22,0.65,0.36,0.19,22.23,11.78
2757,南兴装备,家居用品,广东,24.02,0.97,1.31,0.67,11.8,2.46,20150527,58.16,48.28,29.14,14.17,29.08,0.01,0.02,0.04,0.41,0.3,0.19,38.09,28.21
300125,易世达,电气设备,辽宁,75.14,1.73,1.77,0.053,4.41,3.62,20101013,105.42,175.6,23.9,24.62,15.95,0.19,0.29,0.17,0.29,0.19,0.19,28.23,27.59
600021,上海电力,火力发电,上海,49.38,8.56,24.1,0.036,5.29,1.35,20031029,21.31,-31.81,17.71,1.54,7.14,0.08,0.11,0.24,0.46,0.37,0.19,172.07,61.12
600064,南京高科,园区开发,江苏,6.41,12.36,12.36,0.569,8.34,0.87,19970506,35.13,37.12,49.73,36.12,7.29,0.08,0.11,0.16,0.33,0.26,0.19,90.1,90.1
300131,英唐智控,元器件,深圳,33.6,6.28,10.7,0.084,1.54,3.68,20101019,54.56,18.48,7.28,1.78,5.67,0,0,0,0.48,0.34,0.19,60.67,35.61
2690,美亚光电,专用机械,安徽,77.52,3.27,6.76,0.064,3.31,6.01,20120731,0.42,5.63,52.03,28,19.92,0.44,0.43,0.35,0.19,0.19,0.19,134.66,65.14
938,紫光股份,软件服务,北京,68.55,2.89,14.59,0.17,17.42,2.68,19991104,30.08,-21.32,21.35,2.46,46.72,0.52,0.43,0.36,0.19,0.19,0.19,681.64,135.02
600351,亚宝药业,中成药,山西,22.97,6.92,7.87,0.076,3.65,1.92,20020926,37.29,47.81,61,7.8,7.01,0.13,0.25,0.25,0.33,0.19,0.19,55.17,48.51
2033,丽江旅游,旅游景点,云南,16.66,5.49,5.49,0.216,4.3,1.68,20040825,7.42,18.97,72.09,34.71,7.21,0.07,0.11,0.19,0.42,0.32,0.19,39.58,39.58
2539,云图控股,农药化肥,四川,25.69,4.78,10.1,0.09,3.05,1.52,20110118,-0.47,23.79,16.06,2.45,4.62,0.05,0.13,0.32,0.69,0.42,0.19,46.66,22.08
603968,醋化股份,化工原料,江苏,18.23,2.04,2.04,0.235,6.75,2.54,20150518,21.6,2.23,19.87,9.34,17.12,0.01,0.01,0.01,0.36,0.33,0.19,34.92,34.92
2593,日上集团,汽车配件,福建,59.76,4.67,7.01,0.014,2.62,1.24,20110628,83.72,22.14,13.48,1.5,3.26,0.02,0.04,0.12,0.61,0.41,0.19,22.85,15.22
2277,友阿股份,百货,湖南,8.91,14.17,14.17,0.124,3.74,1.18,20090717,10.52,6.64,23.21,7.52,4.42,0.09,0.12,0.27,0.47,0.39,0.19,62.63,62.63
601117,中国化学,建筑施工,北京,20.16,49.33,49.33,0.081,5.83,1.12,20100107,41.89,28.97,13.01,2.68,6.54,0.32,0.23,0.14,0.27,0.19,0.19,322.62,322.62
965,天保基建,区域地产,天津,5.05,11.1,11.1,0.212,4.83,0.88,20000406,101.27,32.94,57.61,24.7,4.27,0.03,0.04,0.11,0.51,0.42,0.19,47.4,47.4
600723,首商股份,百货,北京,11.77,6.58,6.58,0.137,5.81,1.11,19960716,0.39,6.58,22.7,3.33,6.45,0,0,0,0.37,0.32,0.19,42.44,42.44
2770,科迪乳业,乳制品,河南,40.83,5.82,10.95,0.021,1.54,2.27,20150630,21.15,3.64,23.13,8.57,3.49,0.16,0.21,0.44,0.49,0.41,0.19,38.22,20.31
600697,欧亚集团,百货,吉林,16.02,1.55,1.59,0.315,15.01,1.35,19931206,18.9,8.2,22.94,1.37,20.2,0.04,0.08,0.13,0.45,0.29,0.19,32.12,31.31
600653,申华控股,汽车服务,上海,0,17.46,19.46,-0.066,0.86,2.28,19901219,42.54,-55.04,4.54,-8.24,1.97,0.04,0.07,0.21,0.6,0.45,0.19,38.34,34.4
897,津滨发展,区域地产,天津,0,16.17,16.17,-0.006,0.72,3.82,19990422,6.4,-10.34,31.86,-28.23,2.76,0.12,0.24,0.48,0.6,0.4,0.19,44.63,44.63
600106,重庆路桥,路桥,重庆,16.78,10.98,10.98,0.048,3.27,0.98,19970618,-0.16,9,91.18,87.9,3.2,0.07,0.14,0.28,0.53,0.35,0.19,35.14,35.14
601616,广电电气,电气设备,上海,76.42,9.36,9.36,0.02,2.55,1.18,20110201,7.62,97.66,25.04,5.7,3,0.05,0.11,0.23,0.58,0.36,0.19,28.08,28.08
2396,星网锐捷,通信设备,福建,0,5.34,5.83,-0.011,5.47,3.62,20100623,64.03,64.08,23.48,-0.51,19.84,0.36,0.3,0.27,0.22,0.22,0.19,115.67,105.95
156,华数传媒,影视音像,浙江,19.29,12.8,14.33,0.108,7.34,1.14,20000906,7.91,4.12,41.32,20.25,8.16,0.01,0.02,0.06,0.59,0.45,0.19,116.93,104.45
600307,酒钢宏兴,普钢,甘肃,11.78,62.63,62.63,0.093,1.64,1.34,20001220,19.22,66.74,9.63,2.54,2.2,0.1,0.1,0.25,0.41,0.41,0.19,137.79,137.79
850,华茂股份,纺织,安徽,9.13,9.43,9.44,0.098,4.53,0.79,19981007,19.97,743.71,6.69,16.95,3.57,0.02,0.03,0.08,0.46,0.36,0.19,33.7,33.67
601168,西部矿业,铜,青海,12.55,23.83,23.83,0.241,4.8,1.26,20070712,-5.19,121.21,12.57,4,6.06,0.01,0.01,0.04,0.4,0.4,0.18,144.41,144.41
600328,兰太实业,化工原料,内蒙,9.34,4.38,4.38,0.47,5.36,1.64,20001222,19.14,77.11,39.8,10.9,8.78,0.22,0.34,0.44,0.38,0.26,0.18,38.46,38.46
300498,温氏股份,农业综合,广东,57.93,35.73,53.14,0.173,5.97,3.35,20151102,0.77,-49.32,11.68,3.62,20,0.06,0,0,0.33,0.27,0.18,1062.8,714.6
62,深圳华强,批发业,深圳,25.53,6.67,7.21,0.187,5.95,3.22,19970130,69.61,72.17,16.3,6.34,19.13,0.08,0.13,0.19,0.44,0.32,0.18,137.93,127.6
