,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
90,603076,乐惠国际,0.66,,7.37,9.36,0.2,3700.56,,,10-30
91,300723,一品红,0.59,,3.37,19.22,0.31,7087.06,,,10-30
92,603970,中农立华,0.64,,3.69,17.39,1.28,6445.41,,,10-30
93,300725,药石科技,0.58,20.83,5.04,12.15,0.32,3174.47,32.3,,10-30
94,600933,爱柯迪,0.32,-3.03,2.68,11.47,0.38,22519.2,-3.82,,10-30
95,300722,新余国科,0.25,,3.48,7.18,-0.29,1523.12,,,10-27
96,002864,盘龙药业,0.27,28.57,5.31,5.21,0.35,1753.57,30.62,,10-25
97,603605,珀莱雅,0.59,,4.33,14.71,1.03,8898.77,,,10-25
98,300743,天地数码,0.46,,2.87,16.5,0.35,2266.96,,,10-25
99,300717,华信新材,0.49,,5.96,8.52,0.57,2335.46,,,10-24
100,300721,怡达股份,0.51,-11.8,8.66,5.95,0.16,3072.2,-3.54,,10-24
101,300720,海川智能,0.26,,4.23,6.17,0.3,1400.48,,,10-24
102,603083,剑桥科技,0.57,,9.75,6.04,0.95,4196.25,,,10-23
103,603278,大业股份,0.44,4.76,4.04,11.32,0.13,6874.93,4.59,,10-23
104,601330,绿色动力,0.14,,2.09,6.93,0.02,14837.8,,,10-23
105,300719,安达维尔,-0.07,,3.1,-1.4,-1.01,-821.99,,,10-19
106,300716,国立科技,0.34,-5.56,5.96,5.95,0.82,2755.49,1.23,,10-18
107,603809,豪能股份,0.98,,,9.51,1.12,7803.65,,,10-18
108,002916,深南电路,1.2,122.22,8.71,14.78,2.76,25186.71,121.17,,10-17
109,603507,振江股份,0.73,,6.29,12.39,-0.2,6913.55,,,10-17
110,300718,长盛轴承,0.84,71.43,7.14,11.95,0.69,6275.3,70.96,,10-16
111,603856,东宏股份,0.51,,6.06,8.63,0.07,7491.75,,,10-16
112,002928,华夏航空,0.48,,2.73,18.77,0.93,17166.13,,,10-13
113,603912,佳力图,0.31,,2.66,12.19,-0.2,3483.46,,,10-12
114,603937,丽岛新材,0.27,3.85,4.73,5.83,0.28,4201.71,3.85,,10-12
115,300713,英可瑞,0.88,,6.57,14.44,0.37,3760.77,,,10-11
116,300712,永福股份,0.36,,4.35,8.52,0.41,3734.02,,,10-11
117,300711,广哈通信,0.27,-12.9,2.43,11.13,-0.25,2957.92,-10.62,,10-11
118,002910,庄园牧场,0.27,0.0,5.61,4.85,0.59,3774.15,0.31,,10-10
119,603289,泰瑞机器,0.26,,3.19,8.28,0.27,3928.45,,,10-10
120,002910,庄园牧场,0.27,0.0,5.61,4.85,0.59,3774.15,0.31,,10-10
121,603607,京华激光,0.63,61.54,4.91,13.6,1.19,4272.46,63.36,,09-28
122,002909,集泰股份,0.19,,2.96,6.71,0.75,1725.31,,,09-28
123,603396,金辰股份,0.63,,8.04,8.16,-0.19,3567.46,,,09-27
124,300710,万隆光电,0.52,9.91,6.3,8.67,0.23,2674.71,9.91,,09-27
125,603722,阿科力,0.38,-28.3,4.33,9.12,0.31,2457.42,-29.08,,09-27
126,002907,华森制药,0.13,,1.41,9.52,0.14,4611.88,,,09-26
127,603466,风语筑,0.84,,6.15,14.68,0.65,9092.89,,,09-25
128,002908,德生科技,0.23,,3.75,6.2,-0.41,2256.63,,,09-25
129,603683,晶华新材,0.24,,5.21,4.79,0.09,2325.27,,,09-25
130,300709,精研科技,1.16,,6.5,17.82,2.21,7674.63,,,09-21
131,300707,威唐工业,0.73,,,16.04,,4323.25,,,09-20
132,002905,金逸影视,0.78,,7.67,10.76,1.39,9825.32,,,09-20
133,603829,洛凯股份,0.19,,2.71,7.07,0.35,2253.0,,,09-20
134,300708,聚灿光电,0.29,,2.66,11.39,0.46,5576.53,,,09-19
135,603499,翔港科技,0.33,,3.77,9.2,0.78,2491.12,,,09-18
136,603110,东方材料,0.28,,3.96,7.06,0.46,2177.2,,,09-18
137,002903,宇环数控,0.63,,4.1,15.58,0.51,4731.18,,,09-18
138,603136,天目湖,0.74,,,13.2,1.83,4414.64,,,09-13
139,603103,横店影视,0.5,,2.68,19.34,0.78,20084.13,,,09-13
140,300706,阿石创,0.37,,3.82,10.24,0.06,2187.11,,,09-13
141,300705,九典制药,0.28,40.0,3.95,7.32,0.22,2458.68,45.64,,09-12
142,002902,铭普光磁,0.36,,5.4,6.78,0.13,3776.09,,,09-12
143,603367,辰欣药业,0.36,,6.72,5.47,0.4,12773.19,,,09-11
144,603378,亚士创能,0.25,-13.79,,5.93,-0.56,3628.44,-14.41,,09-11
145,601086,国芳集团,0.15,,2.54,6.02,0.05,7426.99,,,09-11
146,603277,银都股份,0.35,-5.41,,,,11552.93,-6.14,,09-08
147,300703,创源文化,0.4,,3.04,12.99,0.7,2410.63,,,09-06
148,002901,大博医疗,0.37,,,21.34,0.3,13167.59,,,09-05
149,603157,拉夏贝尔,0.57,,7.02,8.22,0.08,28174.7,,,09-05
150,300654,世纪天鸿,0.07,-12.5,3.62,1.98,0.11,496.05,-16.25,,09-05
151,603363,傲农生物,0.18,,,12.72,0.31,6421.56,,,09-05
152,603922,金鸿顺,0.56,,5.84,10.12,0.17,5404.0,,,09-04
153,002900,哈三联,0.51,,5.27,9.97,0.2,8107.88,,,09-04
154,600903,贵州燃气,0.13,160.0,3.39,3.84,0.59,8821.16,145.07,,09-04
155,603183,建研院,0.39,5.41,,7.51,,2551.16,4.96,,09-04
156,603963,大理药业,0.42,,2.5,16.36,0.33,3117.07,,,09-04
157,603055,台华新材,0.42,,3.26,13.57,0.3,20114.88,,,09-01
158,603260,合盛硅业,0.92,64.29,,,,55381.27,64.53,,09-01
159,603659,璞泰来,0.53,,,,,19579.95,,,09-01
160,600291,西水股份,2.16,36427.12,,19.91,,235570.6,39069.99,,08-31
161,600685,中船防务,0.03,18.7,,0.42,,4397.22,18.61,,08-31
162,600350,山东高速,0.26,0.0,,5.01,,127225.68,0.2,,08-31
163,601727,上海电气,0.1,3.9,,2.97,,135898.8,8.78,,08-31
164,600751,海航科技,0.01,-72.44,,0.19,,2486.4,-72.55,,08-31
165,601866,中远海发,0.09,-225.42,,7.69,,105468.94,-225.43,,08-31
166,601919,中远海控,0.18,-125.35,,9.59,,186346.68,-125.85,,08-31
167,600787,中储股份,0.04,-76.06,4.27,1.04,,9820.04,-76.04,,08-31
168,600073,上海梅林,0.3,37.5,,8.32,,27882.98,37.39,10派0.9,08-31
169,600559,老白干酒,0.11,83.33,,2.91,,4748.54,92.38,,08-31
170,002180,纳思达,-1.02,-543.43,,-79.68,,-101539.35,-536.57,,08-31
171,600629,华建集团,0.19,-29.15,,4.45,,7365.19,-21.95,,08-31
172,000066,中国长城,0.1,-2040.0,,4.5,,28539.53,-4024.56,,08-31
173,000157,中联重科,0.15,-236.36,,3.02,,113155.92,-235.27,,08-31
174,000333,美的集团,1.67,12.84,,16.46,,1081132.2,13.85,,08-31
175,600316,洪都航空,-0.08,-6492.31,,-0.56,,-5959.43,-6740.18,,08-31
176,000504,南华生物,-0.04,-4.22,,,,-1203.64,-4.25,,08-31
177,601881,中国银河,0.21,-12.5,,3.38,,211221.23,-6.35,,08-31
178,600391,航发科技,0.08,-20.0,,1.56,,2733.64,-12.9,,08-31
179,600775,南京熊猫,0.05,-17.89,,1.35,,4488.56,-17.87,,08-31
180,000155,川化股份,0.06,-90.77,,2.84,,8217.72,-73.14,,08-31
181,000409,*ST地矿,-0.14,-1506.0,,-7.98,,-7183.36,-2462.24,,08-31
182,600749,*ST藏旅,-0.13,-35.08,,-4.84,,-2551.87,-35.06,,08-31
183,000573,粤宏远A,0.11,289.55,,4.01,,6962.88,288.96,,08-31
184,600027,华电国际,-0.02,-107.87,,-0.5,,-21186.0,-108.04,,08-31
185,600401,*ST海润,-0.11,-1278.89,,-14.2,,-50154.56,-1281.1,,08-31
186,600803,新奥股份,0.1,-41.18,,2.14,,9913.03,-42.3,,08-31
187,002050,三花智控,0.28,27.27,,9.49,,51288.55,28.41,,08-31
188,600500,中化国际,0.18,125.0,,3.33,,37175.3,123.24,,08-31
189,000046,泛海控股,0.17,-2.79,,4.87,,90378.35,-0.74,,08-31
190,601107,四川成渝,0.19,-13.54,,4.29,,58417.27,-13.51,,08-31
191,603357,设计总院,0.49,2.08,,14.25,,11942.65,1.85,,08-31
192,600295,鄂尔多斯,0.16,60.0,,2.29,,16877.36,61.3,,08-31
193,000953,ST河化,0.08,-156.31,,,,2399.2,-156.3,,08-31
194,600331,宏达股份,0.06,396.77,,2.61,,12512.2,395.15,,08-31
195,000993,闽东电力,0.16,-27.67,,3.73,,5810.55,-27.68,,08-31
196,600033,福建高速,0.15,20.72,,4.82,,41410.5,20.73,,08-31
197,000625,长安汽车,0.96,-18.64,,10.42,,462054.57,-15.85,,08-31
198,000652,泰达股份,0.02,8.72,,0.99,,3498.93,9.0,,08-31
199,000693,*ST华泽,-0.14,40.61,,-9.64,,-7487.55,40.51,,08-31
200,600128,弘业股份,0.0,-94.67,,0.09,,118.59,-94.67,,08-31
201,600149,ST坊展,-0.01,-63.16,,-3.03,,-548.21,-61.65,,08-31
202,002504,弘高创意,0.08,-73.33,,7.09,,8153.39,-32.31,,08-31
203,000837,秦川机床,0.01,-106.66,,0.13,,366.07,-106.63,,08-31
204,000960,锡业股份,0.24,5700.0,,4.45,,35853.01,5676.33,,08-31
205,000529,广弘控股,0.09,12.5,,4.42,,5319.2,15.61,,08-31
206,600359,新农开发,0.11,-164.71,,6.29,,4288.35,-168.11,,08-31
207,601801,皖新传媒,0.42,59.09,,9.42,,82978.07,72.85,,08-31
208,600039,四川路桥,0.12,4.37,,3.82,,37489.78,4.39,,08-31
209,600081,东风科技,0.26,35.5,,6.93,,8248.09,35.53,,08-31
210,600831,广电网络,0.2,-1.36,,4.13,,11813.98,5.67,,08-31
211,300110,华仁药业,0.01,82.98,,0.55,,846.6,176.55,,08-31
212,000680,山推股份,0.05,307.21,,1.72,,5605.79,306.69,,08-31
213,600568,中珠医疗,0.24,17.76,,2.91,,17313.53,41.12,,08-31
214,000014,沙河股份,0.02,-137.84,,0.54,,394.7,-137.77,,08-31
215,000901,航天科技,0.17,581.18,,1.97,,7112.04,761.68,,08-31
216,600682,南京新百,0.08,-125.0,,2.59,,8872.64,-133.16,,08-31
217,600325,华发股份,0.27,-6.9,,4.44,,56863.68,65.21,,08-31
218,600345,长江通信,0.6,361.54,,8.82,,11972.31,376.42,,08-31
219,600007,中国国贸,0.29,-21.62,,4.77,,29495.89,-21.86,,08-31
220,600783,鲁信创投,0.25,-39.02,,4.97,,18842.5,-38.82,,08-31
221,601988,中国银行,0.35,12.9,4.59,7.6,,10369000.0,11.45,,08-31
222,000616,海航投资,0.03,757.14,,0.97,,3857.79,666.83,,08-31
223,600139,西部资源,-0.18,4.74,,-12.71,,-12129.76,4.74,,08-31
224,600556,ST慧球,-0.03,-8.18,,-16.75,,-1151.01,-8.26,,08-31
225,000801,四川九洲,-0.02,-131.59,,-0.82,,-1912.28,-131.6,,08-31
226,600650,锦江投资,0.24,1.29,,3.87,,12943.64,1.25,,08-31
227,000415,渤海金控,0.17,39.97,,3.29,,102640.2,39.99,,08-31
228,600754,锦江股份,0.43,15.81,,3.22,,41245.37,37.87,,08-31
229,601877,正泰电器,0.6,-1.64,,7.13,,125645.43,56.62,,08-31
230,600388,龙净环保,0.21,16.67,,5.53,,22573.25,14.66,,08-31
231,600408,*ST安泰,-0.07,-80.0,,-7.19,,-6701.61,-81.09,,08-31
232,600058,五矿发展,0.02,-83.22,,0.38,,1881.3,-83.27,,08-31
233,000651,格力电器,1.57,48.11,,16.14,,945248.33,47.64,,08-31
234,000732,泰禾集团,0.74,18.7,,5.0,,91969.09,18.7,,08-31
235,600895,张江高科,0.2,5.26,,3.7,,31048.07,6.82,,08-31
236,600166,福田汽车,0.02,-62.0,,0.53,,10162.7,-30.79,,08-31
237,000760,斯太尔,0.15,-250.0,,5.78,,12047.68,-255.03,,08-31
238,000007,全新好,0.06,-152.55,,5.52,,2104.41,-178.92,,08-31
239,600997,开滦股份,0.15,275.0,,2.6,,22663.58,319.0,,08-31
240,000829,天音控股,0.01,-131.25,,0.26,,579.96,-118.72,,08-31
241,600242,中昌数据,0.14,-304.41,,4.15,,5803.98,-410.35,,08-31
242,601179,中国西电,0.12,27.47,,3.11,,59428.58,28.15,,08-31
243,000913,钱江摩托,0.11,0.0,,2.1,,5065.17,0.42,,08-31
244,000546,金圆股份,0.14,2.4,,3.72,,8111.34,1.84,,08-31
245,600038,中直股份,0.26,-12.29,,2.22,,15348.16,-12.31,,08-31
246,600418,江淮汽车,0.18,-53.85,,2.47,,34468.93,-40.31,,08-31
247,600098,广州发展,0.13,-27.99,,2.31,,35755.27,-28.03,,08-31
248,000679,大连友谊,0.03,-3.45,,0.72,,1000.6,-2.42,,08-31
249,600983,惠而浦,-0.11,-145.83,,-2.14,,-8587.47,-147.62,,08-31
250,000031,中粮地产,0.09,0.0,,2.7,,15530.09,-3.5,,08-31
251,603337,杰克股份,0.71,12.7,,7.82,,13983.25,43.27,,08-31
252,000880,潍柴重机,0.08,42.35,,1.68,,2211.84,42.52,10派0.2,08-31
253,600662,强生控股,0.03,-67.98,,0.92,,3000.04,-67.99,,08-31
254,002880,卫光生物,0.94,1.08,,15.04,,7578.2,1.06,,08-31
255,601200,上海环境,0.43,,,5.94,,29946.57,38.21,,08-31
256,000426,兴业矿业,0.11,462.24,,4.14,,20594.0,779.59,,08-31
257,601398,工商银行,0.43,2.38,5.42,7.85,,15299500.0,1.85,,08-31
258,600747,ST大控,-0.01,-50.0,,-0.97,,-1905.86,-50.2,,08-31
259,601828,美凯龙,0.56,-11.11,,5.46,0.69,204517.11,-9.91,,08-31
260,000571,新大洲A,0.06,32.81,,2.19,,4845.32,32.83,,08-31
261,002032,苏泊尔,0.73,-2.67,,12.76,,59697.32,26.87,,08-31
262,600120,浙江东方,0.58,-24.68,,4.4,,38280.56,-2.22,,08-31
263,000707,*ST双环,0.09,280.18,,4.4,,4007.04,280.12,,08-31
264,600236,桂冠电力,0.12,-60.09,,5.4,,74191.31,-59.31,,08-31
265,600649,城投控股,0.33,-34.0,,4.64,,90300.86,-39.35,,08-31
266,002551,尚荣医疗,0.14,-26.32,,5.26,,9530.08,14.52,,08-31
267,000951,中国重汽,0.71,195.83,,9.43,,47886.7,198.58,,08-31
268,000520,长航凤凰,0.02,-219.23,,6.83,,1880.16,-218.86,,08-31
269,601619,嘉泽新能,0.05,104.74,,4.27,,9015.12,105.08,,08-31
270,000539,粤电力A,0.02,-82.5,,0.55,,12873.57,-82.56,,08-31
271,002663,普邦股份,0.05,25.58,,2.09,,9339.31,27.09,,08-31
272,601996,丰林集团,0.07,16.67,,3.72,,6681.9,120.25,,08-31
273,600807,*ST天业,0.08,0.0,,3.44,,6646.6,-2.97,,08-31
274,600485,信威集团,0.25,-47.92,,5.97,,72695.08,-48.45,,08-31
275,600843,上工申贝,0.23,24.51,,6.36,,12598.09,24.53,,08-31
276,600877,ST嘉陵,0.11,-191.71,,,,7528.98,-191.76,,08-31
277,600183,生益科技,0.37,68.18,,10.45,,53961.11,70.64,,08-31
278,600595,中孚实业,0.04,-50.0,,1.33,,6461.52,-55.52,,08-31
279,000025,特力A,0.08,38.53,,2.71,,2459.69,38.59,,08-31
280,601113,华鼎股份,0.03,-250.0,,0.84,,2318.89,-235.36,,08-31
281,000338,潍柴动力,0.33,26.92,,8.1,,265004.27,152.02,10派1.5,08-31
282,000912,*ST天化,-0.07,-77.57,,-40.31,,-3879.8,-78.75,,08-31
283,000976,华铁股份,0.09,70.68,,3.7,,13575.56,91.09,,08-31
284,000564,供销大集,0.06,29.05,,1.16,,34406.03,929.21,,08-31
285,600416,湘电股份,0.02,-80.0,,0.31,,1932.8,-73.48,,08-31
286,000657,中钨高新,0.09,1066.25,,1.95,,5865.56,1072.39,,08-31
287,603861,白云电器,0.11,-14.38,,2.3,,4411.98,-8.84,,08-31
288,600547,山东黄金,0.33,-15.38,,3.93,,61777.45,11.52,,08-31
289,600900,长江电力,0.37,-12.06,,6.25,,810481.83,5.52,,08-31
290,000011,深物业A,0.61,-7047.73,,14.25,,36435.58,-7041.82,,08-31
291,600600,青岛啤酒,0.85,7.46,,6.8,,114846.8,7.43,,08-31
292,000835,长城动漫,0.09,-130.15,,7.91,,2923.76,-130.89,,08-31
293,002845,同兴达,0.78,151.61,,9.18,,7214.82,225.29,,08-31
294,601288,农业银行,0.33,3.13,3.93,8.37,1.06,10859300.0,3.28,,08-31
295,000425,徐工机械,0.08,338.89,,2.66,,55030.78,333.27,,08-31
296,601390,中国中铁,0.31,38.39,,5.36,,770737.4,41.09,,08-31
297,000532,华金资本,0.04,-33.84,,2.09,,1508.63,-33.93,,08-31
298,600730,中国高科,0.13,-437.84,,3.67,,7313.33,-436.0,,08-31
299,000981,银亿股份,0.11,9.0,,4.08,,33328.59,27.32,,08-31
300,600746,江苏索普,0.2,344.37,,12.89,,6047.22,344.5,,08-31
301,600004,白云机场,0.55,-8.33,,6.93,,78090.3,12.36,,08-31
302,000595,宝塔实业,0.02,-122.67,,1.91,,1236.57,-144.46,,08-31
303,601969,海南矿业,0.02,-129.09,,0.65,,3080.56,-129.96,,08-31
304,600068,葛洲坝,0.31,0.96,,6.18,,173377.56,20.27,,08-31
305,603042,华脉科技,0.42,11.91,,8.44,,4551.18,18.13,,08-31
306,600515,海航基础,0.27,1191.43,,3.09,,105962.43,11819.71,,08-31
307,603106,恒银金融,0.43,,3.91,11.5,-0.58,8937.02,,,08-31
308,600158,中体产业,0.02,90.48,,0.85,,1347.92,89.48,,08-31
309,600571,信雅达,0.1,-65.52,,3.79,,4468.77,-29.26,,08-31
310,000036,华联控股,0.92,139.79,,26.93,,105179.58,143.4,,08-31
311,600629,华建集团,0.19,-29.15,,4.45,,7365.19,-21.95,,08-31
312,000066,中国长城,0.1,-2040.0,,4.5,,28539.53,-4024.56,,08-31
313,000157,中联重科,0.15,-236.36,,3.02,,113155.92,-235.27,,08-31
314,600291,西水股份,2.16,36427.12,,19.91,,235570.6,39069.99,,08-31
315,600685,中船防务,0.03,18.7,,0.42,,4397.22,18.61,,08-31
316,600350,山东高速,0.26,0.0,,5.01,,127225.68,0.2,,08-31
317,601727,上海电气,0.1,3.9,,2.97,,135898.8,8.78,,08-31
318,600751,海航科技,0.01,-72.44,,0.19,,2486.4,-72.55,,08-31
319,601866,中远海发,0.09,-225.42,,7.69,,105468.94,-225.43,,08-31
320,601919,中远海控,0.18,-125.35,,9.59,,186346.68,-125.85,,08-31
321,600787,中储股份,0.04,-76.06,4.27,1.04,,9820.04,-76.04,,08-31
322,600073,上海梅林,0.3,37.5,,8.32,,27882.98,37.39,10派0.9,08-31
323,600559,老白干酒,0.11,83.33,,2.91,,4748.54,92.38,,08-31
324,002180,纳思达,-1.02,-543.43,,-79.68,,-101539.35,-536.57,,08-31
325,601111,中国国航,0.25,-10.71,,4.33,,332642.0,-3.79,,08-31
326,603359,东珠生态,0.6,13.21,7.74,7.94,0.95,10130.09,14.64,,08-31
327,600653,申华控股,-0.09,103.17,,-7.6,,-17448.69,114.28,,08-31
328,601169,北京银行,0.58,-17.14,8.11,8.21,0.39,1107900.0,4.31,,08-31
329,002555,三七互娱,0.41,74.68,,17.18,,85055.05,75.01,,08-31
330,000333,美的集团,1.67,12.84,,16.46,,1081132.2,13.85,,08-31
331,600316,洪都航空,-0.08,-6492.31,,-0.56,,-5959.43,-6740.18,,08-31
332,000504,南华生物,-0.04,-4.22,,,,-1203.64,-4.25,,08-31
333,601881,中国银河,0.21,-12.5,,3.38,,211221.23,-6.35,,08-31
334,600391,航发科技,0.08,-20.0,,1.56,,2733.64,-12.9,,08-31
335,600775,南京熊猫,0.05,-17.89,,1.35,,4488.56,-17.87,,08-31
336,603000,人民网,-0.03,-200.0,,-1.05,,-2860.99,-190.62,,08-31
337,600811,东方集团,0.11,-54.59,,2.06,,40378.72,-9.57,,08-31
338,600096,云天化,-0.26,-64.61,,-9.21,,-34435.23,-64.79,,08-31
339,603066,音飞储存,0.14,-57.36,,5.24,,4271.3,28.24,,08-31
340,002751,易尚展示,0.06,39.43,,1.85,,824.1,39.2,,08-31
341,600882,广泽股份,-0.03,-66.67,,-1.06,,-1219.54,-66.66,,08-31
342,000792,盐湖股份,-0.19,-205.75,,-2.16,,-52250.26,-258.64,,08-31
343,601066,中信建投,0.26,,,,,185513.97,-32.86,,08-31
344,600247,*ST成城,-0.98,1453.97,,,,-32953.4,1446.54,,08-31
345,601126,四方股份,0.04,-57.42,,0.86,,3269.77,-57.41,,08-31
