,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
164,000639,西王食品,0.2548,0.0803,3.0125,0.1702,49.0657
165,603657,春光科技,0.2529,0.1117,1.2362,0.5166,52.1771
166,002360,同德化工,0.2526,0.0749,1.2827,0.2879,35.4143
167,603199,九华旅游,0.2518,0.051,1.0305,0.4135,47.6164
168,600283,钱江水利,0.2516,0.0244,1.6034,0.0436,7.3369
169,002294,信立泰,0.251,0.0855,0.7221,1.0325,131.5387
170,603556,海兴电力,0.2479,0.0462,1.8,0.1905,22.0643
171,600252,中恒集团,0.2479,0.0544,1.1116,0.2906,32.9684
172,600200,江苏吴中,0.2478,0.052,2.7707,0.1359,15.1952
173,600132,重庆啤酒,0.2464,0.1191,1.8551,0.1648,21.7679
174,000983,西山煤电,0.2454,0.0635,2.9286,0.1035,16.8254
175,600815,厦工股份,0.2452,0.0698,,0.0785,8.6655
176,002238,天威视讯,0.2439,0.0488,1.7729,0.1829,20.4886
177,002425,凯撒文化,0.243,0.0157,0.6169,0.0854,14.1603
178,000899,赣能股份,0.2426,0.0387,2.9193,0.0994,13.5487
179,002831,裕同科技,0.2423,0.0838,2.8557,0.1846,23.6544
180,601225,陕西煤业,0.242,0.0554,0.7195,0.1235,20.3853
181,600982,宁波热电,0.2413,0.0445,1.926,0.1246,16.3973
182,000830,鲁西化工,0.2408,0.0864,1.488,0.1435,16.9457
183,300322,硕贝德,0.2406,0.1112,4.8317,0.1794,20.3267
184,600796,钱江生化,0.2389,0.0549,,0.157,23.8821
185,600178,东安动力,0.2379,0.0467,12.6464,0.1003,10.4961
186,600230,沧州大化,0.2366,0.1321,0.6852,0.8432,95.544
187,000672,上峰水泥,0.236,0.0744,0.954,0.1287,14.4105
188,603156,养元饮品,0.236,0.07,0.751,0.2827,28.9956
189,300179,四方达,0.2355,0.0386,1.2005,0.1529,17.1547
190,600393,粤泰股份,0.2353,0.0214,0.7627,0.0322,3.7628
191,600780,通宝能源,0.2338,0.0569,5.488,0.0985,25.6241
192,603767,中马传动,0.2335,0.0581,3.2241,0.2657,27.4345
193,300304,云意电气,0.232,0.0344,1.1286,0.2836,32.8573
194,300562,乐心医疗,0.2319,0.0989,10.8445,0.2891,28.9145
195,002114,罗平锌电,0.2287,0.0629,,0.3179,59.6735
196,600425,青松建化,0.2285,0.0225,7.4545,0.0391,7.0382
197,300105,龙源技术,0.2277,0.0182,35.1452,0.1372,14.4033
198,000656,金科股份,0.2273,0.019,4.458,0.0224,3.3995
199,300151,昌红科技,0.2265,0.0708,3.0016,0.6045,64.2709
200,600801,华新水泥,0.2264,0.0868,1.1884,0.1675,26.5922
201,600720,祁连山,0.2242,0.0532,2.5185,0.1366,17.0894
202,002553,南方轴承,0.2241,0.0556,0.5324,0.549,56.4606
203,002633,申科股份,0.224,0.0218,,0.0857,9.6643
204,600763,通策医疗,0.2235,0.0813,1.0516,0.2341,80.3776
205,002843,泰嘉股份,0.2232,0.0539,1.2881,0.3052,31.2736
206,000935,四川双马,0.2226,0.0565,0.7318,0.2654,26.7818
207,600419,天润乳业,0.2223,0.106,2.2182,0.296,39.976
208,600486,扬农化工,0.2223,0.0977,1.1661,0.2687,27.1277
209,300549,优德精密,0.2205,0.0578,1.5987,0.1736,18.5974
210,600051,宁波联合,0.2203,0.0687,6.579,0.1088,12.0957
211,600971,恒源煤电,0.2202,0.0486,1.5278,0.0983,14.4046
212,603568,伟明环保,0.2193,0.0367,0.4328,0.0868,34.5725
213,603393,新天然气,0.2192,0.0317,1.142,0.0647,49.7422
214,300016,北陆药业,0.2181,0.0559,0.8016,0.939,136.7974
215,000862,银星能源,0.2176,0.0137,2.1749,0.0197,8.5629
216,300249,依米康,0.2167,0.0431,3.154,0.0674,7.538
217,300051,三五互联,0.2166,0.0174,7.0888,0.0625,26.2232
218,002857,三晖电气,0.216,0.0192,4.3614,0.0859,8.5907
219,300476,胜宏科技,0.2149,0.0728,1.6485,0.187,18.9432
220,000877,天山股份,0.2146,0.0361,1.781,0.0695,8.7154
221,601882,海天精工,0.2144,0.0611,2.6992,0.1235,13.4371
222,002653,海思科,0.2135,0.0628,1.8495,0.1313,15.991
223,603605,珀莱雅,0.2128,0.086,1.7242,0.2105,23.894
224,603776,永安行,0.2127,0.0388,1.3983,0.1323,18.0005
225,000726,鲁泰A,0.2127,0.0682,1.7884,0.2668,30.0563
226,603898,好莱客,0.2123,0.0687,1.0583,0.3087,31.6619
227,000636,风华高科,0.2123,0.0681,1.0531,0.2789,31.1334
228,600103,青山纸业,0.2119,0.0646,2.3542,0.2305,27.5543
229,603088,宁波精达,0.2114,0.0391,2.1003,0.1069,11.1529
230,600062,华润双鹤,0.211,0.0878,1.4313,0.369,40.4486
231,002910,庄园牧场,0.2095,0.035,2.4963,0.0892,9.6737
232,600586,金晶科技,0.2095,0.05,2.4043,0.0899,10.7643
233,603078,江化微,0.2091,0.0399,1.9443,0.2001,28.6936
234,300474,景嘉微,0.2081,0.0326,0.6386,0.2094,24.9641
235,603025,大豪科技,0.2076,0.0706,0.5469,0.669,67.5953
236,603188,ST亚邦,0.2052,0.0527,1.3265,0.1681,18.4832
237,603688,石英股份,0.2036,0.0425,1.0523,0.4897,53.1056
238,000683,远兴能源,0.2033,0.0428,1.1159,0.0858,9.0666
239,600722,金牛化工,0.2028,0.0768,2.6224,0.6957,69.7985
240,002299,圣农发展,0.2018,0.0789,3.0909,0.1678,18.4754
241,002820,桂发祥,0.2014,0.0475,1.1362,1.1282,157.9226
242,002799,环球印务,0.2013,0.0598,3.7938,0.171,17.0997
243,300219,鸿利智汇,0.2013,0.0757,1.6667,0.1796,23.0018
244,603978,深圳新星,0.2008,0.0591,1.8143,0.3102,36.5324
245,300027,华谊兄弟,0.1995,0.021,1.0275,0.0456,5.9977
246,600198,*ST大唐,0.1993,0.0298,,0.0285,3.7162
247,600113,浙江东日,0.1993,0.0371,0.7451,0.1194,25.8358
248,601666,平煤股份,0.1962,0.0423,5.1271,0.0628,9.7593
249,300110,华仁药业,0.1954,0.0388,8.5508,0.1212,12.8822
250,601199,江南水务,0.1953,0.0174,0.8993,0.0407,8.9064
251,300283,温州宏丰,0.195,0.0769,6.7948,0.1317,15.6686
252,300136,信维通信,0.1944,0.0636,0.8147,0.1503,15.1503
253,600508,上海能源,0.1942,0.0449,1.1381,0.1295,18.582
254,002405,四维图新,0.1926,0.0192,1.4812,0.0642,6.6204
255,000613,大东海A,0.1923,0.0354,2.4261,0.3257,38.5956
256,002706,良信电器,0.1923,0.0722,1.2253,0.3478,35.2478
257,002222,福晶科技,0.1917,0.0529,0.5886,0.4816,61.8662
258,600131,岷江水电,0.1915,0.0379,1.1911,0.0722,17.2267
259,603037,凯众股份,0.1911,0.0586,0.6971,0.3202,32.0248
260,603826,坤彩科技,0.191,0.0414,0.6151,0.4721,60.8655
261,300590,移为通信,0.191,0.0409,0.7368,0.396,41.6191
262,600323,瀚蓝环境,0.1898,0.0297,0.8614,0.0507,13.1913
263,300281,金明精机,0.1896,0.0291,1.3412,0.1708,22.9149
264,601616,广电电气,0.1895,0.0212,3.3543,0.14,14.5
265,600872,中炬高新,0.1893,0.0728,1.0964,0.2085,39.3712
266,002900,哈三联,0.1889,0.0761,1.3052,0.3353,40.0421
267,601000,唐山港,0.1887,0.0377,1.0878,0.1403,19.7541
268,300700,岱勒新材,0.1887,0.037,0.8116,0.0781,8.8541
269,300398,飞凯材料,0.188,0.0446,0.8837,0.1371,16.5735
270,603587,地素时尚,0.1873,0.0497,0.5418,0.4446,46.9425
271,000959,首钢股份,0.187,0.0429,3.1608,0.0588,9.2312
272,600505,西昌电力,0.1868,0.0304,8.4317,0.0571,9.9205
273,600569,安阳钢铁,0.1861,0.0865,2.8702,0.1123,12.9378
274,300288,朗玛信息,0.1854,0.0266,0.882,0.1525,17.1886
275,002816,和科达,0.1846,0.039,4.0889,0.135,13.7878
276,300009,安科生物,0.1845,0.0497,0.8867,0.2145,25.8768
277,002675,东诚药业,0.1844,0.0272,1.0585,0.0796,10.961
278,600353,旭光股份,0.1844,0.0544,2.6409,0.1909,19.6848
279,603027,千禾味业,0.1843,0.0506,0.6514,0.1725,41.3719
280,002815,崇达技术,0.1837,0.0687,1.1882,0.1472,21.4582
281,600011,华能国际,0.1834,0.0396,5.4268,0.0525,10.6993
282,002072,凯瑞德,0.1832,0.0138,,0.0149,1.4898
283,600781,辅仁药业,0.1831,0.055,1.2584,0.107,12.452
284,600987,航民股份,0.1828,0.0697,1.0799,0.357,39.75
285,002481,双塔食品,0.1825,0.0483,3.0455,0.1227,12.4364
286,002476,宝莫股份,0.1824,0.0269,,0.1437,22.2495
287,002128,露天煤业,0.1822,0.0497,0.6553,0.1989,22.44
288,603328,依顿电子,0.182,0.0477,1.0602,0.3286,33.4931
289,300026,红日药业,0.1819,0.0459,1.0317,0.3633,38.1053
290,300684,中石科技,0.1817,0.058,1.1432,0.1795,17.9509
291,300003,乐普医疗,0.1808,0.0382,0.6336,0.0722,12.9008
292,002461,珠江啤酒,0.1803,0.0317,2.215,0.1081,16.6754
293,002507,涪陵榨菜,0.1801,0.0722,0.6274,0.3573,44.6666
294,603900,莱绅通灵,0.1799,0.0613,1.0098,0.3467,35.1485
295,002672,东江环保,0.1797,0.0311,0.9535,0.0584,9.1769
296,002145,中核钛白,0.1788,0.0508,1.3159,0.121,14.6567
297,000786,北新建材,0.1785,0.0641,0.8198,0.3065,38.5411
298,002475,立讯精密,0.1781,0.0743,2.7223,0.1529,17.7831
299,300394,天孚通信,0.1781,0.0404,0.6782,0.3396,41.0887
300,002267,陕天然气,0.178,0.066,2.3126,0.1324,21.8231
301,002513,蓝丰生化,0.1773,0.0395,5.2905,0.1045,11.5779
302,300065,海兰信,0.1772,0.0251,0.7936,0.1024,12.3703
303,300418,昆仑万维,0.1769,0.0295,0.3777,0.0781,11.3886
304,002911,佛燃股份,0.1765,0.08,1.395,0.181,25.225
305,002477,雏鹰农牧,0.1764,0.0173,,0.0236,2.9112
306,603963,大理药业,0.1763,0.0608,40.4019,0.2655,26.8151
307,600888,新疆众和,0.1763,0.038,3.941,0.0569,13.2336
308,002265,西仪股份,0.1762,0.0499,12.7954,0.1428,19.3876
309,002059,云南旅游,0.1757,0.0315,6.0161,0.056,5.7025
310,600873,梅花生物,0.1753,0.0576,2.2896,0.1068,15.2462
311,600116,三峡水利,0.1742,0.0171,0.6581,0.036,7.4956
312,000710,贝瑞基因,0.174,0.056,0.7695,0.4412,45.7805
313,002643,万润股份,0.1738,0.0467,1.1526,0.4743,53.0531
314,002728,特一药业,0.1737,0.0378,0.9496,0.0814,16.5943
315,002635,安洁科技,0.1732,0.0306,1.076,0.1544,16.5548
316,002920,德赛西威,0.1721,0.0868,1.7161,0.2683,31.9948
317,600979,广安爱众,0.1717,0.0212,1.3318,0.0407,9.8892
318,601636,旗滨集团,0.1714,0.0496,0.986,0.1091,24.2161
319,600966,博汇纸业,0.1712,0.0472,1.8156,0.0715,8.3614
320,600276,恒瑞医药,0.171,0.0662,0.6827,0.557,57.2548
321,603866,桃李面包,0.1709,0.1068,1.4084,0.8748,90.2789
322,603288,海天味业,0.1708,0.0987,0.6624,0.4439,46.2591
323,000990,诚志股份,0.1698,0.0225,1.4809,0.0982,14.5448
324,600220,江苏阳光,0.1693,0.039,3.9344,0.0798,8.3465
325,002118,紫鑫药业,0.1685,0.0152,0.5121,0.0289,4.0725
326,002069,獐子岛,0.1678,0.0636,13.1853,0.0717,9.0583
327,603369,今世缘,0.1674,0.0548,0.4614,0.2821,28.5567
328,000999,华润三九,0.1673,0.0665,1.282,0.1891,20.9555
329,603077,和邦生物,0.1662,0.0371,1.9616,0.2827,34.9764
330,600868,梅雁吉祥,0.1661,0.0067,1.7303,0.2865,29.7477
331,600260,凯乐科技,0.1658,0.0703,2.0734,0.1,10.8884
332,603808,歌力思,0.1654,0.0513,0.9659,0.1958,26.9767
333,600101,明星电力,0.1653,0.0409,2.6339,0.1331,19.8813
334,300037,新宙邦,0.1653,0.0414,1.3152,0.1207,15.0238
335,002075,沙钢股份,0.1653,0.1162,0.9588,0.325,33.6899
336,603637,镇海股份,0.1653,0.0416,2.1622,0.1818,19.1087
337,000301,东方市场,0.1651,0.0186,1.1386,0.1034,20.5702
338,601898,中煤能源,0.1644,0.0322,1.9038,0.056,14.182
339,000807,云铝股份,0.1642,0.0465,32.2986,0.0661,9.2656
340,600633,浙数文化,0.1636,0.0125,0.3551,0.1021,32.5333
341,600123,兰花科创,0.1629,0.0268,1.1725,0.0469,5.846
342,002085,万丰奥威,0.1612,0.0695,1.4016,0.1472,17.5156
343,603079,圣达生物,0.161,0.0345,0.9239,0.1594,16.4248
344,600277,亿利洁能,0.1609,0.0484,3.162,0.1044,16.2143
345,603278,大业股份,0.16,0.0645,1.8299,0.1277,14.0744
346,603178,圣龙股份,0.1596,0.0523,3.0909,0.091,9.6672
347,600227,圣济堂,0.1594,0.0269,1.4194,0.0915,10.8786
348,002437,誉衡药业,0.1593,0.043,1.7834,0.0814,11.7874
349,603517,绝味食品,0.1592,0.098,1.0671,0.4844,49.762
350,300127,银河磁体,0.159,0.0396,0.6068,0.7503,76.3779
351,300199,翰宇药业,0.1589,0.0183,0.4899,0.0608,10.6392
352,300183,东软载波,0.1586,0.0215,0.7377,0.1914,20.8927
353,300747,锐科激光,0.1566,0.0539,0.4487,0.3856,45.7815
354,300403,地尔汉宇,0.1561,0.0338,0.9652,0.2685,29.768
355,603566,普莱柯,0.1558,0.0245,0.5815,0.1909,21.5477
356,600379,宝光股份,0.1557,0.0799,2.8947,0.2385,26.0403
357,600035,楚天高速,0.1539,0.0203,0.6968,0.0472,9.4258
358,002526,山东矿机,0.1537,0.048,1.7673,0.221,22.3229
359,002597,金禾实业,0.1534,0.0619,0.6373,0.1786,23.6569
360,300121,阳谷华泰,0.1534,0.072,0.7342,0.2356,24.8677
361,601333,广深铁路,0.1527,0.0422,2.2335,0.2504,25.8022
362,002772,众兴菌业,0.1525,0.0156,1.7206,0.0458,25.447
363,603058,永吉股份,0.1524,0.0341,0.5258,0.5247,55.3476
364,002051,中工国际,0.1518,0.0373,1.1942,0.0716,7.4262
365,000538,云南白药,0.1518,0.0666,1.2104,0.2009,25.3287
366,002671,龙泉股份,0.1516,0.0181,10.8,0.045,4.8917
367,600663,陆家嘴,0.1513,0.0128,0.415,0.0174,3.0372
368,000401,冀东水泥,0.1512,0.0281,2.1294,0.0387,5.0072
369,002430,杭氧股份,0.1507,0.0513,1.5504,0.1003,15.029
370,600881,亚泰集团,0.1507,0.0172,66.2113,0.0261,3.3662
371,000731,四川美丰,0.1499,0.0443,1.6243,0.1425,23.2433
372,000766,通化金马,0.1493,0.0217,0.9264,0.0946,16.2805
373,600497,驰宏锌锗,0.1486,0.0487,2.1079,0.1045,16.4485
374,300043,星辉娱乐,0.1481,0.0405,1.6941,0.0729,11.0682
375,601139,深圳燃气,0.1469,0.0454,1.3651,0.0839,12.6966
376,600375,华菱星马,0.1457,0.0432,12.8454,0.0562,6.0608
377,002088,鲁阳节能,0.1457,0.0451,0.7453,0.1804,18.5448
378,601678,滨化股份,0.1454,0.0479,1.0575,0.115,21.5469
379,603595,东尼电子,0.1446,0.0562,0.7717,0.1394,16.6765
380,603722,阿科力,0.1443,0.0416,1.2174,0.172,17.1958
381,603113,金能科技,0.144,0.0991,1.1129,0.3656,49.6862
382,000799,酒鬼酒,0.1435,0.0294,0.6563,0.1545,15.6462
383,603208,江山欧派,0.1433,0.0402,1.2058,0.1078,14.639
384,002700,新疆浩源,0.1431,0.0221,0.7871,0.1869,18.7466
385,603181,皇马科技,0.143,0.0715,1.4191,0.3784,40.0298
386,002621,三垒股份,0.1427,0.0108,1.8374,0.1073,11.3625
387,002464,众应互联,0.1426,0.0178,0.5175,0.0338,3.4555
388,002391,长青股份,0.1425,0.0533,1.2262,0.2492,25.6996
389,600557,康缘药业,0.1417,0.0481,1.28,0.1562,16.5606
390,002225,濮耐股份,0.1416,0.0524,2.0589,0.1065,10.7654
391,600150,*ST船舶,0.1413,0.0224,4.3293,0.0387,6.3708
392,300609,汇纳科技,0.1404,0.0203,0.7359,0.178,18.5246
