,code,name,cf_sales,rateofreturn,cf_nm,cf_liabilities,cashflowratio
174,300679,电连技术,0.3785,0.1584,1.4861,1.9258,199.9472
175,603706,东方环宇,0.3783,0.2131,1.7439,0.6562,86.4322
176,000662,天夏智慧,0.3778,0.0884,1.0958,0.4073,41.1612
177,600867,通化东宝,0.3776,0.2022,1.1441,4.4645,549.291
178,002253,川大智胜,0.3737,0.0652,2.036,0.5778,89.7628
179,603005,晶方科技,0.373,0.1109,2.451,0.7263,96.5095
180,300379,东方通,0.3729,0.0699,,0.9503,99.0552
181,002903,宇环数控,0.3726,0.1232,1.1803,0.7374,82.3504
182,300113,顺网科技,0.3722,0.1698,1.1002,0.8586,90.1193
183,300628,亿联网络,0.3715,0.1706,0.8727,3.4634,346.3449
184,000537,广宇发展,0.3709,0.1106,3.5052,0.1275,16.6156
185,300445,康斯特,0.3707,0.1379,1.4188,0.9879,113.7214
186,000968,蓝焰控股,0.3707,0.096,1.4847,0.1725,21.7453
187,601619,嘉泽新能,0.3682,0.0343,1.8562,0.0471,30.8713
188,603306,华懋科技,0.3654,0.15,1.3002,1.366,148.4057
189,600868,梅雁吉祥,0.3653,0.0369,0.7541,1.1236,115.4408
190,600979,广安爱众,0.365,0.0988,2.7098,0.1904,52.0552
191,600026,中远海能,0.3645,0.0589,1.8872,0.1107,40.3341
192,000885,同力水泥,0.3642,0.2122,2.5908,0.2823,62.6381
193,000544,中原环保,0.3634,0.0525,1.097,0.2992,52.5708
194,603167,渤海轮渡,0.3623,0.1246,1.4314,0.5141,139.2451
195,300695,兆丰股份,0.361,0.1109,1.0717,0.6233,65.156
196,300701,森霸传感,0.3592,0.139,1.0613,2.9924,318.6896
197,600323,瀚蓝环境,0.3591,0.1069,2.1639,0.1883,50.9037
198,300653,正海生物,0.3582,0.1233,1.0617,1.3745,211.9286
199,002494,华斯股份,0.3555,0.0845,,0.301,36.8436
200,000568,泸州老窖,0.3553,0.187,1.4194,0.8313,84.571
201,002549,凯美特气,0.3548,0.1262,2.8077,0.4961,66.859
202,300394,天孚通信,0.3546,0.1348,1.0955,1.517,195.7308
203,000665,湖北广电,0.3537,0.0977,2.7879,0.2767,28.4147
204,002294,信立泰,0.3509,0.2124,1.0145,2.0652,254.3534
205,300642,透景生命,0.35,0.1133,0.8358,2.6966,332.2803
206,300401,花园生物,0.3495,0.1052,1.1253,1.2904,134.1588
207,000685,中山公用,0.3494,0.0356,0.5124,0.1564,22.4099
208,603993,洛阳钼业,0.3491,0.0862,2.3442,0.1623,62.4213
209,300338,开元股份,0.3485,0.1133,2.044,0.3893,40.9266
210,601929,吉视传媒,0.3484,0.0616,1.8939,0.1441,21.888
211,600641,万业企业,0.3483,0.0828,0.4298,0.2481,25.0298
212,600881,亚泰集团,0.3479,0.1055,3.1991,0.1572,20.9435
213,002027,分众传媒,0.346,0.2672,0.6958,0.8318,106.1546
214,002304,洋河股份,0.3456,0.1591,1.0399,0.5001,51.219
215,002148,北纬科技,0.3452,0.1448,1.5137,1.4394,151.8689
216,000718,苏宁环球,0.3446,0.1009,1.8588,0.1867,19.5644
217,603658,安图生物,0.3441,0.2202,1.0713,0.9676,112.6369
218,002507,涪陵榨菜,0.3439,0.2104,1.2623,0.9396,111.1429
219,600054,黄山旅游,0.3427,0.1279,1.3945,1.0629,151.7684
220,600897,厦门空港,0.3427,0.1285,1.3236,0.7102,73.6464
221,603203,快克股份,0.3425,0.1392,0.9415,0.738,80.1767
222,002238,天威视讯,0.3416,0.14,2.1822,0.5148,57.4085
223,600959,江苏有线,0.3415,0.0858,2.5052,0.2703,29.6525
224,601199,江南水务,0.3411,0.0769,1.5326,0.172,33.9885
225,300052,中青宝,0.3407,0.0936,2.1685,0.2995,32.8068
226,300443,金雷风电,0.3395,0.1166,1.3471,1.7513,181.8388
227,603773,沃格光电,0.3395,0.2179,1.0685,0.7788,103.2803
228,603369,今世缘,0.3392,0.1386,1.1183,0.515,51.9679
229,002516,旷达科技,0.3389,0.1595,2.0814,0.9644,97.3244
230,000002,万科A,0.3389,0.0706,2.2125,0.0841,9.7153
231,601200,上海环境,0.3388,0.0702,1.4346,0.1431,34.8174
232,601360,三六零,0.3385,0.1968,1.2106,0.875,94.8144
233,600452,涪陵电力,0.3383,0.1693,3.0788,0.2336,34.8262
234,600455,博通股份,0.3378,0.0762,7.0,0.104,10.7659
235,300176,鸿特科技,0.3352,0.3716,2.0041,0.6385,72.9258
236,300364,中文在线,0.3338,0.0807,2.9504,0.8236,99.7905
237,601225,陕西煤业,0.3325,0.1606,1.0766,0.3615,58.8651
238,600050,中国联通,0.3323,0.1592,54.2385,0.3426,37.8022
239,000993,闽东电力,0.3321,0.0672,13.5666,0.1404,26.1651
240,600666,奥瑞德,0.3313,0.0593,6.5683,0.0987,16.5611
241,600795,国电电力,0.3306,0.0721,7.155,0.0982,25.3321
242,603305,旭升股份,0.3299,0.1704,1.0975,0.8643,88.754
243,000089,深圳机场,0.3262,0.0826,1.6047,0.5711,57.2558
244,002113,天润数娱,0.3258,0.0211,12.4568,0.131,13.1428
245,601001,大同煤业,0.3255,0.1107,2.1602,0.1922,31.5842
246,300371,汇中股份,0.3253,0.1227,1.2298,1.5466,166.8787
247,300018,中元股份,0.324,0.0752,1.2364,0.7371,75.1668
248,603776,永安行,0.324,0.1359,0.6615,0.3913,49.367
249,002222,福晶科技,0.3237,0.1649,1.0429,1.4408,185.2727
250,300076,GQY视讯,0.3237,0.0393,,0.3352,36.925
251,603288,海天味业,0.3237,0.289,1.3368,1.0326,104.581
252,000858,五粮液,0.3235,0.1377,0.9683,0.6011,61.1608
253,000978,桂林旅游,0.3214,0.0681,4.7219,0.1691,40.0835
254,300258,精锻科技,0.3214,0.1517,1.4491,0.5011,54.4157
255,002546,新联电子,0.3211,0.0592,1.8095,0.4976,51.9594
256,000591,太阳能,0.3201,0.0528,2.0555,0.0863,28.9924
257,000691,亚太实业,0.32,0.0584,,0.0895,12.6687
258,000888,峨眉山A,0.3194,0.1276,1.7542,0.7172,130.0511
259,002049,紫光国微,0.3194,0.1122,2.096,0.3493,64.131
260,603508,思维列控,0.3185,0.053,1.1313,0.7388,74.7302
261,600004,白云机场,0.3184,0.0956,1.3446,0.2902,40.0063
262,600648,外高桥,0.318,0.0932,3.6439,0.1407,19.9705
263,601101,昊华能源,0.3172,0.0862,2.4431,0.2036,49.8079
264,601020,华钰矿业,0.3161,0.0966,0.9548,0.2645,68.3442
265,000061,农产品,0.3155,0.041,12.6163,0.0621,10.9404
266,300175,朗源股份,0.3153,0.1333,3.0245,1.7103,280.9255
267,601006,大秦铁路,0.3144,0.137,1.3356,0.6533,106.2965
268,601808,中海油服,0.314,0.0741,76.8772,0.1397,45.459
269,002680,ST长生,0.3128,0.1077,0.8559,0.7656,86.6099
270,600322,天房发展,0.3126,0.0556,6.1036,0.065,10.2547
271,300408,三环集团,0.3122,0.1314,0.8999,0.6519,121.7165
272,002718,友邦吊顶,0.3121,0.147,1.6515,0.7283,73.173
273,002034,旺能环境,0.3121,0.089,1.624,0.2769,63.8781
274,300250,初灵信息,0.3121,0.0759,1.8094,0.8496,87.4833
275,300183,东软载波,0.3111,0.0926,1.2036,0.7874,85.3277
276,002031,巨轮智能,0.3108,0.0512,2.79,0.0991,16.3502
277,002450,康得新,0.3106,0.1069,1.479,0.2256,31.2052
278,600035,楚天高速,0.3102,0.0784,1.458,0.181,49.3816
279,601636,旗滨集团,0.3101,0.1849,2.0598,0.4171,118.0966
280,300454,深信服,0.3096,0.2629,1.3346,0.6539,73.3122
281,002656,摩登大道,0.3087,0.0841,2.4665,0.3109,49.2444
282,600466,蓝光发展,0.3077,0.0793,6.0397,0.0991,14.5388
283,000681,视觉中国,0.3071,0.061,0.8002,0.1672,33.9768
284,300146,汤臣倍健,0.3068,0.1561,1.2445,0.9721,104.5713
285,002038,双鹭药业,0.3065,0.083,0.72,1.3327,152.493
286,603338,浙江鼎力,0.3061,0.1255,1.2315,0.6053,72.9013
287,000690,宝新能源,0.3055,0.0442,7.4498,0.0863,66.1959
288,600703,三安光电,0.3052,0.1015,0.8095,0.4687,160.2987
289,600593,大连圣亚,0.3045,0.0902,1.9997,0.201,21.9954
290,002159,三特索道,0.3044,0.0614,32.8242,0.091,14.8277
291,300418,昆仑万维,0.3043,0.0867,0.7372,0.3269,50.9073
292,603960,克来机电,0.3037,0.1143,1.5155,0.3733,39.158
293,002843,泰嘉股份,0.3027,0.131,1.7934,1.0916,114.4472
294,600256,广汇能源,0.3026,0.055,5.0194,0.0807,14.8269
295,601007,金陵饭店,0.302,0.0958,2.0776,0.3497,70.1178
296,600570,恒生电子,0.3019,0.1375,1.8576,0.3136,32.4088
297,300406,九强生物,0.2995,0.1169,0.7611,0.8361,120.646
298,603896,寿仙谷,0.2995,0.1196,1.2467,1.9578,230.5775
299,601216,君正集团,0.2994,0.1035,1.0794,0.3577,50.148
300,603160,汇顶科技,0.2987,0.2489,1.2397,1.1795,120.5778
301,600779,水井坊,0.2985,0.2192,1.8225,0.5059,51.344
302,002700,新疆浩源,0.298,0.0966,1.4534,0.7105,71.2902
303,600246,万通地产,0.298,0.0735,2.8146,0.1594,19.7531
304,002166,莱茵生物,0.298,0.0824,1.1596,0.1293,13.9629
305,300202,聚龙股份,0.2975,0.0768,3.6986,0.2453,78.3628
306,002120,韵达股份,0.2973,0.3158,1.8699,0.716,72.3997
307,002555,三七互娱,0.296,0.2,0.9975,0.9778,120.6533
308,600681,百川能源,0.2957,0.1246,1.0148,0.2801,34.2835
309,000631,顺发恒业,0.2952,0.1441,2.6032,0.2602,41.3536
310,600763,通策医疗,0.2938,0.1931,1.5288,0.4985,160.999
311,300720,海川智能,0.2923,0.0963,1.154,1.2513,125.1273
312,300460,惠伦晶体,0.2923,0.0953,4.5468,0.2469,33.2745
313,002344,海宁皮城,0.2921,0.0515,1.9381,0.1711,20.8447
314,300397,天和防务,0.2918,0.0645,1.343,0.3404,38.2013
315,300154,瑞凌股份,0.2913,0.1011,2.296,0.6211,67.7264
316,603099,长白山,0.2905,0.1004,1.5947,0.648,66.413
317,601918,新集能源,0.2893,0.0706,18.7987,0.0858,15.5972
318,300745,欣锐科技,0.2893,0.1265,1.5516,0.3362,36.5418
319,600189,吉林森工,0.2892,0.0485,5.744,0.0845,11.203
320,300630,普利制药,0.2887,0.1072,0.9531,0.6124,91.3169
321,000566,海南海药,0.2886,0.0499,6.4832,0.0962,17.4398
322,300467,迅游科技,0.2885,0.0224,0.7965,0.1395,14.392
323,002925,盈趣科技,0.2885,0.3666,0.9599,1.0616,112.9197
324,603587,地素时尚,0.2885,0.319,1.1693,1.3161,139.0019
325,002354,天神娱乐,0.2883,0.0621,0.721,0.1842,27.6458
326,000088,盐田港,0.288,0.0107,0.2288,0.0446,23.2621
327,600017,日照港,0.288,0.0687,3.0937,0.1668,28.8319
328,000753,漳州发展,0.2875,0.1584,10.0249,0.2858,33.8174
329,603393,新天然气,0.2874,0.1272,1.1074,0.8241,101.2913
330,600844,丹化科技,0.2866,0.1002,1.0874,0.3597,37.4767
331,600116,三峡水利,0.286,0.0702,1.1811,0.1549,32.8055
332,300623,捷捷微电,0.2855,0.0903,0.8532,0.8741,99.3634
333,600933,爱柯迪,0.2854,0.1387,1.308,0.6972,127.5979
334,002425,凯撒文化,0.2833,0.0439,0.8002,0.2238,34.7065
335,600863,内蒙华电,0.2821,0.0771,4.1696,0.1133,25.149
336,600598,北大荒,0.2818,0.1103,1.1057,0.476,49.751
337,002932,明德生物,0.2816,0.1812,0.7093,3.418,382.0173
338,000990,诚志股份,0.2813,0.0762,2.0383,0.3233,46.8732
339,601991,大唐发电,0.2808,0.077,7.4066,0.1032,28.9423
340,300069,金利华电,0.2803,0.0807,3.2217,0.1987,20.1655
341,002772,众兴菌业,0.2803,0.0507,1.4522,0.1423,67.2811
342,000725,京东方A,0.28,0.1026,3.3417,0.173,52.8126
343,600737,中粮糖业,0.2795,0.3131,7.1026,0.5468,62.551
344,002191,劲嘉股份,0.2784,0.1009,1.2188,0.5721,58.7625
345,000973,佛塑科技,0.2782,0.1252,5.92,0.2223,26.6259
346,002167,东方锆业,0.2781,0.0796,,0.1199,14.8849
347,300685,艾德生物,0.2781,0.1322,0.9769,2.0131,235.0124
348,000608,阳光股份,0.2779,0.0206,0.7807,0.042,16.2324
349,600727,鲁北化工,0.2778,0.1148,2.1519,0.5452,54.5211
350,603260,合盛硅业,0.2775,0.1362,1.2424,0.2218,27.6869
351,300016,北陆药业,0.2773,0.127,1.2197,2.0227,294.4178
352,000883,湖北能源,0.2768,0.0691,1.5422,0.1763,25.5695
353,603156,养元饮品,0.2755,0.1906,0.9234,0.5535,56.6599
354,002833,弘亚数控,0.2754,0.1992,0.9623,1.2513,131.1138
355,002773,康弘药业,0.2752,0.1672,1.1904,0.7355,132.3669
356,300349,金卡智能,0.2752,0.1153,1.363,0.4688,55.9346
357,300570,太辰光,0.2734,0.106,1.3388,0.952,109.6403
358,000548,湖南投资,0.2729,0.1273,2.1706,0.5926,59.5291
359,002128,露天煤业,0.2725,0.1405,1.1731,0.5359,58.7042
360,603567,珍宝岛,0.272,0.1239,1.6307,0.3866,41.3686
361,600420,现代制药,0.2717,0.1526,2.8275,0.3077,42.938
362,300558,贝达药业,0.2711,0.1003,1.1096,0.3939,53.8016
363,000875,吉电股份,0.2708,0.0393,,0.0517,9.6147
364,603881,数据港,0.2704,0.0833,1.2245,0.1772,30.7308
365,300046,台基股份,0.2692,0.0731,1.4048,0.4003,40.6992
366,603848,好太太,0.269,0.2192,1.4543,1.0785,107.8531
367,600425,青松建化,0.2685,0.0577,,0.0988,17.4238
368,600008,首创股份,0.2681,0.0488,3.5452,0.0735,13.5535
369,600467,好当家,0.2677,0.0558,6.1771,0.1163,12.932
370,600095,哈高科,0.2676,0.0544,2.8276,0.1801,40.4713
371,600543,莫高股份,0.2673,0.0461,3.2775,0.3313,39.6675
372,002088,鲁阳节能,0.2671,0.1747,1.9939,0.7534,77.808
373,002256,兆新股份,0.2668,0.0452,1.1421,0.1133,12.8484
374,300002,神州泰岳,0.2668,0.0781,5.5705,0.303,36.938
375,002266,浙富控股,0.2663,0.0377,2.3278,0.0783,10.1699
376,300396,迪瑞医疗,0.2662,0.1248,1.0939,0.5289,62.5894
377,000671,阳光城,0.2659,0.0414,3.9576,0.0483,7.5314
378,603566,普莱柯,0.2658,0.078,1.2336,0.5962,68.1966
379,603488,展鹏科技,0.2644,0.0834,1.0372,0.8567,85.6676
380,600515,海航基础,0.2644,0.0319,1.3115,0.059,8.8366
381,002770,科迪乳业,0.2642,0.1156,2.5832,0.2802,28.6666
382,000532,华金资本,0.2634,0.054,1.9485,0.0859,11.279
383,300299,富春股份,0.2633,0.0583,,0.1213,14.8601
384,603080,新疆火炬,0.263,0.0849,1.1131,0.5984,61.0351
385,002634,棒杰股份,0.2629,0.0993,1.9981,0.5067,51.4901
386,000534,万泽股份,0.2618,0.0277,0.8654,0.0773,8.8929
387,002566,益盛药业,0.2616,0.102,3.2688,0.3578,37.6721
388,002552,*ST宝鼎,0.2605,0.0697,,0.2081,28.5496
389,002495,佳隆股份,0.26,0.0609,3.4852,0.8367,166.8309
390,600702,舍得酒业,0.2598,0.0906,2.9948,0.2082,21.3704
391,002749,国光股份,0.2598,0.1944,1.0339,1.4816,163.9314
392,600611,大众交通,0.2597,0.0393,0.6706,0.1023,12.0097
393,002177,御银股份,0.2594,0.0717,10.7339,0.3974,43.7589
394,600301,ST南化,0.259,0.0734,,0.097,10.7412
395,002019,亿帆医药,0.259,0.1292,0.895,0.5705,71.3921
