,code,name,mbrg,nprg,nav,targ,epsg,seg
85,002075,沙钢股份,18.4095,209.9888,26.8009,20.7777,242.1237,37.4436
86,600559,老白干酒,31.7826,208.0105,53.4021,90.5054,109.0909,53.4021
87,600426,华鲁恒升,48.4167,207.979,24.9531,25.2258,207.7151,24.9531
88,300389,艾比森,64.1588,204.6659,15.0592,12.082,199.1728,15.5071
89,600801,华新水泥,26.7615,203.6722,26.3676,7.1012,181.6327,28.2565
90,000510,金路集团,21.1387,202.6467,6.351,20.2723,102.862,7.5263
91,300205,天喻信息,11.0256,197.1032,8.5641,9.2812,106.25,7.5088
92,002696,百洋股份,34.1374,193.9083,102.156,73.5974,54.0508,112.7542
93,600702,舍得酒业,15.8249,188.8198,19.952,16.3055,166.0714,12.1199
94,300052,中青宝,-13.3968,188.1183,19.6425,1.2738,120.0,19.3781
95,002713,东易日盛,21.4687,187.7679,14.2789,16.4802,-233.3333,14.1439
96,300583,赛托生物,83.3161,187.4221,8.5599,27.9354,137.1157,7.8802
97,601100,恒立液压,59.2302,186.9258,14.9782,18.3453,103.8462,15.1362
98,600579,天华院,22.9896,184.5981,-3.3298,6.4728,184.6847,-3.3298
99,600458,时代新材,5.8656,183.374,6.7054,9.1655,150.0,5.0918
100,002321,华英农业,54.8094,181.0612,4.3996,14.3024,214.557,3.7354
101,002189,利达光电,8.2313,180.6618,5.4376,5.6307,175.0,5.6799
102,600022,山东钢铁,-21.1705,180.0477,22.8246,38.1265,127.4481,18.9714
103,002233,塔牌集团,53.7488,177.1543,80.5909,55.3621,108.1221,80.6987
104,600136,当代明诚,299.3383,176.8436,8.1355,98.0214,421.327,6.6938
105,603501,韦尔股份,107.2577,175.0725,34.5721,80.9958,142.8571,33.0309
106,300121,阳谷华泰,43.9028,172.3268,113.8281,56.1262,131.0345,113.8281
107,600681,百川能源,169.1969,169.594,69.7639,41.7547,157.8947,69.7743
108,600011,华能国际,15.3586,168.5574,6.1647,0.2999,160.0,9.2917
109,000810,创维数字,3.2923,167.8283,8.8137,18.1172,198.4791,9.1783
110,300177,中海达,41.5894,166.6553,17.0208,20.1143,115.6757,8.3646
111,000629,攀钢钒钛,60.2781,166.3529,40.9254,-0.7134,176.6529,41.9298
112,600696,ST岩石,-12.1532,161.3888,519.1457,102.6887,100.0,482.4202
113,601608,中信重工,1.0053,160.5094,1.5081,0.2442,197.9592,0.8513
114,603056,德邦股份,10.0051,159.5754,,,135.7143,
115,002232,启明信息,1.2264,159.3219,5.0851,6.3575,274.1497,4.8402
116,002274,华昌化工,12.4937,159.1218,0.485,10.3369,161.8449,0.1665
117,002459,天业通联,60.7945,158.821,2.3068,5.2823,159.5238,2.3068
118,000546,金圆股份,273.7868,157.5027,89.5477,63.7473,74.4681,80.6646
119,603333,明星电缆,56.4816,156.4344,-0.5053,20.2759,155.0,-0.5053
120,000958,东方能源,11.8546,156.1799,0.2728,59.2479,175.0,-2.3772
121,600173,卧龙地产,89.7357,155.866,27.2121,32.5669,104.878,17.7028
122,300456,耐威科技,24.2384,155.5246,20.3528,54.4526,56.7256,0.8266
123,000961,中南建设,20.8944,153.5394,18.6322,40.9175,161.6754,15.1761
124,000735,罗牛山,-53.7434,153.1489,8.4455,11.7864,157.2438,8.5657
125,002709,天赐材料,0.7125,153.0671,62.5479,58.1077,140.0,64.3712
126,002565,顺灏股份,10.189,152.4296,10.7043,6.7892,250.0,12.3295
127,600050,中国联通,7.9222,151.1777,33.8759,-7.6317,131.3351,75.8873
128,002118,紫鑫药业,85.4697,150.5824,14.4295,21.3178,144.4444,14.4038
129,002360,同德化工,67.6535,149.6539,9.2007,19.6528,144.4444,9.8716
130,603916,苏博特,32.1726,149.2095,,,90.0,
131,600865,百大集团,-21.8309,147.3796,0.8048,-0.0387,155.5556,0.8048
132,603260,合盛硅业,70.9885,147.0754,105.456,54.2023,134.7826,105.2148
133,600691,阳煤化工,-13.5959,146.1921,10.6128,-0.8863,69.4524,4.6654
134,300727,润禾材料,76.8013,145.9183,89.3962,95.0238,41.1765,89.3962
135,300047,天源迪科,22.0937,143.4808,43.8445,31.3123,206.7093,44.1029
136,000778,新兴铸管,-20.2064,142.449,2.9749,-1.9232,119.7989,3.5527
137,300263,隆华节能,56.2658,141.9722,5.6033,14.8712,150.8961,2.9092
138,600586,金晶科技,26.4911,140.8517,3.5745,4.5454,100.0,5.0173
139,603330,上海天洋,33.5536,140.6178,6.6008,43.8939,113.3333,4.3713
140,002088,鲁阳节能,16.1614,138.2716,7.4812,13.0715,138.8889,7.4812
141,300466,赛摩电气,40.4237,137.616,25.8711,25.1014,135.4839,25.6328
142,002097,山河智能,53.8201,137.3721,49.3565,22.1847,154.5781,80.4526
143,300094,国联水产,21.4447,136.5757,12.5944,27.2251,133.3333,12.5944
144,000831,五矿稀土,5.6652,133.6962,3.518,3.1461,157.6208,3.6636
145,600779,水井坊,58.9745,133.5856,13.6501,35.1472,133.5751,13.6501
146,300349,金卡智能,44.3172,128.9605,13.2681,21.0805,21.5511,15.1059
147,601168,西部矿业,-5.1874,128.3232,3.5402,20.4918,118.1818,-1.7832
148,600675,中华企业,86.2423,127.7401,131.8041,86.3778,-11.7647,176.1145
149,603086,先达股份,36.9055,127.2495,16.4386,29.1075,28.5948,16.4386
150,300388,国祯环保,76.5192,126.9724,31.069,39.582,28.6361,28.6645
151,300283,温州宏丰,21.1375,126.4369,1.753,6.886,100.0,2.2979
152,300538,同益股份,33.9642,126.2384,6.0597,7.6655,46.1538,6.0341
153,300630,普利制药,92.7379,125.1703,17.8816,23.773,31.0345,17.8816
154,600282,南钢股份,27.5036,124.7205,55.2331,14.9495,69.859,77.6902
155,600332,白云山,33.5093,123.294,20.0233,80.4713,126.264,15.6406
156,600486,扬农化工,54.6326,123.1423,21.0526,11.532,122.2766,20.2093
157,300168,万达信息,15.89,122.6079,35.9366,18.0133,101.8868,37.2567
158,600580,卧龙电气,8.4048,121.9803,8.487,2.781,113.2075,10.7853
159,002255,海陆重工,138.6513,121.9099,72.5877,99.212,68.6667,70.0461
160,000718,苏宁环球,-12.3008,118.4199,4.8055,-10.2491,136.8601,15.3666
161,600211,西藏药业,3.9933,118.3143,9.2606,-33.6632,94.5946,9.0582
162,601233,桐昆股份,27.8929,118.0774,29.3104,42.6003,96.0,29.3956
163,002225,濮耐股份,54.6563,117.8058,5.6259,5.0456,133.3333,3.819
164,600466,蓝光发展,24.3789,116.6019,22.1236,31.9242,19.1758,40.844
165,603595,东尼电子,130.0666,116.0667,176.1011,131.3322,59.6774,176.1011
166,002341,新纶科技,66.2567,115.9154,52.8931,46.5375,1.9728,53.8715
167,603588,高能环境,59.6416,115.8699,23.327,44.9741,129.0,15.2603
168,300059,东方财富,48.6379,115.3603,17.1273,36.9598,78.1609,17.1575
169,300510,金冠股份,109.4656,114.9454,138.1275,116.5074,55.5556,137.7281
170,300568,星源材质,28.7736,114.1409,17.3223,15.3211,116.2162,19.8122
171,600665,天地源,73.7056,113.3927,10.287,22.7536,113.8386,10.2403
172,002384,东山精密,17.8259,113.3685,8.8947,24.9386,118.1818,8.7623
173,300249,依米康,37.379,112.9891,4.5856,18.1546,59.2179,8.501
174,002392,北京利尔,40.4795,112.6041,7.7627,-0.4611,115.7143,7.7464
175,603877,太平鸟,12.5943,111.7651,9.3494,8.4419,110.0,8.8391
176,300159,新研股份,58.0936,110.7366,9.1333,20.346,111.7264,8.684
177,002350,北京科锐,25.8838,109.1878,49.5404,30.6177,127.0777,53.005
178,300316,晶盛机电,53.7894,107.8206,12.0084,27.0585,57.1429,12.7221
179,000782,美达股份,11.2805,107.7827,2.506,14.9851,150.0,2.5468
180,603357,设计总院,49.7277,106.0143,134.3787,82.3818,55.102,134.3787
181,000683,远兴能源,-12.4268,105.4574,11.2606,2.3356,100.0,11.6361
182,300391,康跃科技,53.6862,105.3623,53.8286,12.583,57.6902,54.0605
183,002318,久立特材,41.808,105.2271,10.3212,26.6588,100.0,10.3919
184,600869,智慧能源,3.7628,105.0703,-2.1037,14.8282,106.6116,-3.8712
185,000557,西部创业,27.146,104.0642,2.8488,-2.552,104.1176,2.8684
186,300401,花园生物,37.6973,103.6788,71.8052,61.1335,-21.9512,71.8052
187,600495,晋西车轴,-14.4606,103.6486,0.6163,3.1698,100.0,0.6163
188,002724,海洋王,18.3328,103.4165,7.1688,5.8782,69.708,7.1688
189,002715,登云股份,10.6584,102.789,3.1119,-0.4548,108.3333,3.1119
190,600508,上海能源,11.8987,102.6976,5.5074,7.3739,59.6154,7.2206
191,300531,优博讯,87.7481,102.1187,16.4966,51.7874,90.0,11.7404
192,603679,华体科技,63.5419,100.5717,13.241,18.4348,49.1981,13.241
193,603606,东方电缆,37.3812,100.2487,86.1001,49.8839,22.2222,86.1001
194,601616,广电电气,7.6159,100.1947,2.6691,4.4482,97.9798,1.6931
195,000676,智度股份,48.2334,99.7465,14.6199,3.7793,100.3984,14.6314
196,300422,博世科,107.8402,99.3931,28.7925,71.9768,99.6011,19.9482
197,600277,亿利洁能,29.2594,99.2387,6.4569,8.6904,100.0,4.408
198,603002,宏昌电子,61.8402,99.0689,5.6651,12.9973,100.0,5.6651
199,002717,岭南股份,111.9146,97.7208,44.1528,119.0798,-18.75,39.5776
200,600812,华北制药,17.8733,97.5223,0.4893,2.5005,100.0,0.6146
201,300602,飞荣达,16.6976,95.6388,13.8854,31.9616,-7.8947,14.0969
202,600593,大连圣亚,5.5069,95.5094,18.7764,56.9025,26.8072,14.8036
203,603033,三维股份,16.3846,95.0363,7.337,27.972,100.0,5.2283
204,300064,豫金刚石,42.0052,93.343,3.5889,4.9059,77.2669,4.4319
205,001979,招商蛇口,8.2087,93.2732,20.9856,46.5703,100.0,17.7111
206,002009,天奇股份,52.862,92.7237,4.5277,13.7505,121.4286,7.2687
207,000856,冀东装备,-8.2719,92.1056,2.1035,8.1322,350.0,5.8568
208,603960,克来机电,106.8565,91.5225,21.0612,43.3822,5.0,8.0432
209,300653,正海生物,25.1006,91.394,9.2132,12.335,51.5152,9.2132
210,002632,道明光学,79.9572,91.3646,27.8878,35.9032,70.0,29.477
211,002463,沪电股份,14.7804,90.8742,6.3633,8.5659,95.6667,6.3633
212,300649,杭州园林,429.9861,90.6974,12.3812,46.9651,-20.8333,12.3812
213,300021,大禹节水,50.9181,90.6667,10.6971,51.5856,77.665,8.6482
214,600673,东阳光科,32.6697,90.1731,19.4176,14.0235,85.7143,23.5029
215,000786,北新建材,31.2694,89.7068,21.7084,11.4948,90.5512,21.956
216,600131,岷江水电,39.6025,89.6444,14.4507,6.4132,120.0,14.1931
217,000062,深圳华强,58.0614,89.5395,11.5036,29.2141,84.0221,7.639
218,603598,引力传媒,79.2411,89.1791,-12.4271,137.1914,62.5,-12.0367
219,300371,汇中股份,17.8052,88.6975,6.1351,7.5996,91.4847,6.1351
220,000859,国风塑业,1.4495,88.5969,3.4795,-2.5067,73.8462,4.9254
221,600585,海螺水泥,43.357,88.5913,17.1212,9.7128,92.126,19.3267
222,600734,实达集团,10.5947,88.5148,7.0367,24.2967,87.9905,7.2371
223,002553,南方轴承,2.8172,88.5041,7.1945,8.6216,88.4858,7.1945
224,600858,银座股份,1.1477,88.344,0.3879,8.3967,42.3517,1.8116
225,000050,深天马A,125.2577,87.6414,81.7818,141.2042,28.7547,81.7818
226,300616,尚品宅配,33.6355,87.4641,15.9087,25.9252,-11.2286,15.9087
227,000661,长春高新,71.8197,87.009,20.3861,20.2527,92.8144,19.4859
228,600629,华建集团,32.9527,86.8316,11.1116,17.7183,83.4586,11.3548
229,300747,锐科激光,69.4541,85.8083,,,82.9932,
230,002849,威星智能,91.7617,85.1674,12.4791,42.7545,2.4033,10.8458
231,600231,凌钢股份,20.5918,84.847,25.2536,-2.7913,68.75,25.2536
232,600507,方大特钢,31.3554,84.7127,35.6977,19.3192,81.1321,38.4682
233,603367,辰欣药业,49.8988,84.4789,63.6023,49.8667,44.4444,63.7332
234,300130,新国都,76.6159,84.3658,34.0936,47.0281,15.3846,34.6485
235,603707,健友股份,75.648,84.2408,53.9913,73.1394,20.3563,53.9913
236,002461,珠江啤酒,9.1534,84.0543,1.8873,2.9805,-22.2222,1.8724
237,002782,可立克,32.3423,83.4941,-0.4218,6.7733,83.3819,-0.4218
238,002258,利尔化学,49.4494,83.0131,24.7103,59.2094,78.5714,20.9356
239,300450,先导智能,131.3234,82.6388,184.6388,95.2912,-15.3636,184.6388
240,603663,三祥新材,53.7127,81.5145,12.983,35.1348,77.7778,12.983
241,300620,光库科技,41.35,81.4064,14.1665,22.3093,57.1342,14.0926
242,002471,中超控股,16.9712,81.3327,-16.736,-0.6536,91.018,1.1873
243,002741,光华科技,37.9953,81.162,41.9458,39.1624,79.0751,41.2259
244,002443,金洲管道,27.14,80.7037,8.2073,1.5407,85.7143,8.3511
245,600774,汉商集团,12.4059,80.6404,2.0339,2.4571,9.5238,2.4372
246,300673,佩蒂股份,46.5891,80.6073,126.2827,83.6583,-9.8413,127.2899
247,603996,中新科技,78.6657,80.3755,10.4448,37.8661,80.4622,10.4448
248,300451,创业软件,6.2978,79.8164,14.1572,18.4211,-7.1429,14.5503
249,603027,千禾味业,-0.3345,79.8031,31.7759,55.0779,76.4756,31.7759
250,300298,三诺生物,54.4053,79.7011,100.1302,110.5299,14.7498,100.1302
251,603822,嘉澳环保,21.5174,79.4001,15.8968,14.5397,76.9859,16.1075
252,603638,艾迪精密,64.2059,79.1388,19.505,51.4008,15.9733,19.505
253,000426,兴业矿业,40.9305,78.5038,14.9977,5.1684,78.4029,15.2315
254,600444,国机通用,9.3929,78.1007,66.0773,5.2955,71.4286,49.7549
255,002900,哈三联,160.6203,77.6764,128.7222,102.547,-9.8039,125.9234
256,002507,涪陵榨菜,34.1067,77.5186,25.4506,23.3919,77.2727,25.4506
257,603359,东珠生态,60.4335,77.3701,86.8864,68.4366,-6.6667,86.5808
258,603067,振华股份,31.316,77.1111,10.2618,9.8539,26.087,10.2005
259,600103,青山纸业,21.7621,76.4141,6.0705,2.9342,99.4429,5.1798
260,300624,万兴科技,14.2986,76.2557,162.77,127.4483,8.6207,148.9642
261,600728,佳都科技,20.1533,75.7447,5.403,10.747,103.8278,6.5615
262,603713,密尔克卫,28.3468,75.1932,18.298,21.2186,78.7879,18.7013
263,601619,嘉泽新能,34.5661,74.6283,17.561,7.9295,57.1429,17.528
264,300046,台基股份,40.8228,74.5842,5.5555,-1.6211,16.4211,5.5555
265,300476,胜宏科技,48.7569,74.3579,77.2307,92.3418,-16.129,77.2307
266,300169,天晟新材,11.1386,73.9709,-5.5304,-2.274,182.8947,-5.3911
267,002912,中新赛克,61.3708,73.1085,98.4961,72.4548,-19.4444,98.4961
268,600260,凯乐科技,7.1546,72.9641,19.9525,23.8413,77.551,22.1563
269,000065,北方国际,-17.849,72.3351,14.5444,-7.0959,12.8205,17.6052
270,600141,兴发集团,18.8142,72.3177,27.7387,13.8635,42.0,26.7422
271,600307,酒钢宏兴,19.2152,72.0409,7.759,6.1838,66.7857,7.4649
272,002505,大康农业,-15.0486,71.6134,4.0986,-0.69,100.0,-5.0827
273,002440,闰土股份,16.3318,71.506,13.8085,7.1961,17.3077,13.9939
274,300001,特锐德,0.7039,71.4463,11.2847,27.1455,20.0,8.3389
275,002585,双星新材,29.7839,71.1333,1.9822,6.9134,54.5767,1.9822
276,002864,盘龙药业,29.1252,71.0736,67.0516,51.3066,29.6296,67.0516
277,000006,深振业A,-43.5394,70.6964,14.801,-7.0544,66.6306,14.5189
278,002661,克明面业,26.528,70.677,4.2443,9.7186,73.0,4.2997
279,300461,田中精机,69.4645,70.3376,27.3076,46.391,45.4545,24.7114
280,603601,再升科技,154.8026,70.1023,10.4956,68.0792,20.8478,9.2632
281,603558,健盛集团,64.4677,69.8864,52.4932,49.8423,50.0,52.4932
282,300400,劲拓股份,60.4562,68.9024,24.7775,32.6721,69.2308,24.684
283,600367,红星发展,12.9438,68.7501,9.5386,8.526,76.9231,10.24
284,600325,华发股份,34.681,67.92,1.9761,26.9252,137.037,3.9119
285,002290,中科新材,29.3625,67.7398,-0.468,24.9073,61.5385,-0.468
286,603898,好莱客,25.6874,67.1485,77.2312,73.4559,54.0541,77.2312
287,002599,盛通股份,62.1516,66.8501,9.398,19.7953,60.0,9.4111
288,603259,药明康德,20.2935,66.8291,,,65.8228,
289,300381,溢多利,23.9961,66.441,3.022,23.1225,50.0975,3.0406
290,002273,水晶光电,-3.9006,66.3395,23.5169,49.9958,30.4348,22.6268
291,603222,济民制药,22.8164,66.0198,18.3422,51.0135,50.0,5.8915
292,002682,龙洲股份,20.0272,65.8927,5.8423,7.8864,11.7647,4.6494
293,600330,天通股份,21.1675,65.7798,4.1016,19.1168,34.7107,3.3761
294,603980,吉华集团,11.0793,65.7194,14.1486,9.8706,27.112,13.6941
295,300067,安诺其,-3.1224,65.4578,45.8238,17.9109,53.5556,47.2379
296,600793,宜宾纸业,41.2861,65.063,96.2894,0.3133,65.0678,96.2894
297,603388,元成股份,55.3649,64.4729,14.4338,80.6271,-31.4286,12.3211
298,600365,通葡股份,7.3983,64.1418,2.6327,4.8812,400.0,2.7838
299,600663,陆家嘴,17.5615,63.5708,1.8609,-2.0647,59.3531,6.8441
300,002193,如意集团,9.6149,63.1515,2.8198,12.4711,57.1429,2.2736
301,300110,华仁药业,10.9539,62.0556,46.0448,17.0239,70.9302,47.6318
302,603326,我乐家居,26.4244,61.7853,10.1398,18.3904,-14.7144,10.1398
303,603928,兴业股份,45.4946,61.6441,11.7256,15.2629,62.5,11.7256
304,300257,开山股份,23.9056,61.4531,0.0359,32.2607,67.2,0.9469
305,300390,天华超净,11.8891,61.4057,3.277,-0.2542,50.0,3.3521
306,600590,泰豪科技,54.9982,61.1603,3.7018,31.208,70.0,-0.5274
307,002431,棕榈股份,10.6319,60.8137,5.8649,18.7597,16.6667,5.186
308,600565,迪马股份,10.4668,60.2558,9.1836,34.8102,60.0,12.0662
309,300478,杭州高新,35.7656,60.2148,11.4752,129.7893,-10.0,7.9915
310,000656,金科股份,49.2618,60.1664,31.4555,38.8396,83.3333,1.3412
311,300633,开立医疗,27.5484,60.1619,22.9944,20.1601,49.4678,22.9944
312,002768,国恩股份,75.7169,59.9715,103.9427,56.834,50.0,107.1885
313,603200,上海洗霸,23.8988,59.695,3.1724,8.695,24.4898,3.0303
314,603283,赛腾股份,100.133,58.9953,,,17.8571,
315,300650,太龙照明,48.9244,58.7513,11.401,15.5845,12.0,10.195
316,300346,南大光电,61.92,58.6937,1.5024,5.2733,-9.0206,1.2523
317,002279,久其软件,69.2524,58.6531,-16.6606,2.657,66.8539,-13.6841
318,603023,威帝股份,59.7538,58.4852,8.7607,9.0194,50.0,8.7607
319,600872,中炬高新,20.4949,58.3905,14.6336,9.3789,60.9913,15.1156
320,300178,腾邦国际,81.9356,58.348,64.518,48.9841,27.5862,63.8908
321,300296,利亚德,43.7131,58.2563,51.4611,10.454,0.0,51.5912
322,600763,通策医疗,34.9146,58.0762,28.4408,36.735,50.0,29.3394
323,002213,特尔佳,7.4118,57.9448,3.0611,-0.4043,7.0,3.0611
324,300685,艾德生物,36.2167,57.858,98.7544,89.4099,-34.2466,98.7544
325,603630,拉芳家化,2.7831,57.8382,9.1027,8.4979,5.7143,9.1027
326,300638,广和通,200.3024,56.9247,12.3857,104.6924,-8.5149,12.3857
327,002442,龙星化工,16.2605,56.9138,6.4296,-2.9681,55.49,6.4296
328,002697,红旗连锁,5.3447,56.8484,8.6387,7.8967,57.1429,8.5576
329,002481,双塔食品,37.5958,56.7394,-3.0678,-3.0621,55.2326,-3.0462
330,300445,康斯特,22.485,56.631,14.4029,14.8014,56.6427,14.4029
331,002745,木林森,92.9101,56.6096,62.8493,65.2533,8.6207,63.291
332,002852,道道全,12.0514,56.3809,9.6895,1.8502,-52.7778,9.6895
333,603058,永吉股份,51.2345,56.1295,13.5684,12.87,55.2549,12.9401
334,601216,君正集团,22.4428,56.0596,16.5819,25.3747,56.5297,15.628
335,002438,江苏神通,58.2093,55.6233,4.1383,28.1961,65.656,4.1383
336,603848,好太太,21.4466,55.5787,66.6739,55.8532,40.0,66.6739
337,002851,麦格米特,63.3643,55.1056,14.0646,30.9739,-15.6195,10.8275
338,300732,设研院,12.8103,54.7465,134.3992,70.8773,-35.7143,134.3992
339,300241,瑞丰光电,-6.4278,54.6827,19.7698,3.6826,-17.9328,19.722
340,300003,乐普医疗,35.3697,54.4425,2.8064,36.9117,63.0201,8.0878
341,600577,精达股份,18.5344,54.4095,8.6573,7.0721,65.9091,6.1612
342,603666,亿嘉和,45.5498,54.2786,,,54.2754,
343,300473,德尔股份,131.1032,54.2137,9.8782,12.8727,57.3945,10.113
344,300213,佳讯飞鸿,44.212,54.0409,16.6524,37.3149,46.1672,16.5244
